language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Mazhelong		bite	1403	1403	ŋɑ₄₄	214	ŋ ɑ ⁴⁴	
Dashi		bite	1403	1403	ɣaŋ₄₄	214	ɣ a ŋ ⁴⁴	
Zhoucheng		bite	1403	1403	ŋa₄₄	214	ŋ a ⁴⁴	
Jinxing		bite	1403	1403	ɑ̃₄₄	214	ɑ̃ ⁴⁴	
Tuolo		bite	1403	1403	ŋɔ₄₂	214	ŋ ɔ ⁴²	
Enqi		bite	1403	1403	ɴa₅₅	214	ɴ a ⁵⁵	
Ega		bite	1403	1403	ŋo₄₄	214	ŋ o ⁴⁴	
Gongxing		black	163	163	χe₂₄	215	χ e ²⁴	
Jinman		black	163	163	xɯ₅₅	215	x ɯ ⁵⁵	
Mazhelong		black	163	163	xɯ₄₄	215	x ɯ ⁴⁴	
Dashi		black	163	163	xɯ₄₄	215	x ɯ ⁴⁴	
Zhoucheng		black	163	163	xɯ₄₄	215	x ɯ ⁴⁴	
Jinxing		black	163	163	xɯ₄₄	215	x ɯ ⁴⁴	
Tuolo		black	163	163	xɚ₄₂	215	x ə˞ ⁴²	
Enqi		black	163	163	χɯ₅₅	215	χ ɯ ⁵⁵	
Ega		black	163	163	xɯ₄₄	215	x ɯ ⁴⁴	
Gongxing		blood	946	946	swa₂₄	216	s w a ²⁴	
Jinman		blood	946	946	swa₅₅	216	s w a ⁵⁵	
Mazhelong		blood	946	946	swa₄₄	216	s w a ⁴⁴	
Dashi		blood	946	946	sʰwa₄₄	216	sʰ w a ⁴⁴	
Zhoucheng		blood	946	946	swa₄₄	216	s w a ⁴⁴	
Jinxing		blood	946	946	swɑ₄₄	216	s w ɑ ⁴⁴	
Tuolo		blood	946	946	swɔ₄₂	216	s w ɔ ⁴²	
Enqi		blood	946	946	swa₅₅	216	s w a ⁵⁵	
Ega		blood	946	946	swa₄₄	216	s w a ⁴⁴	
Gongxing		bone	1394	1394	qwa₂₄	217	q w a ²⁴	
Jinman		bone	1394	1394	qwa₅₅ʦe₅₅	218	q w a ⁵⁵ ts e ⁵⁵	
Mazhelong		bone	1394	1394	kwa₄₄twɤ₄₄	219	k w a ⁴⁴ t w ɤ ⁴⁴	
Dashi		bone	1394	1394	kwa₄₄tjǝ₃₃	219	k w a ⁴⁴ t j ə ³³	
Zhoucheng		bone	1394	1394	kwa₄₄tɯ₃₃	219	k w a ⁴⁴ t ɯ ³³	
Jinxing		bone	1394	1394	kwɑ₄₄tǝ₄₂	219	k w ɑ ⁴⁴ t ə ⁴²	
Tuolo		bone	1394	1394	ku₄₂djɯ₃₅ʦɛ₄₂	220	k u ⁴² d j ɯ ³⁵ ts ɛ ⁴²	
Enqi		bone	1394	1394	qwa₅₅	217	q w a ⁵⁵	
Ega		bone	1394	1394	qwa₄₄	217	q w a ⁴⁴	
Gongxing		breast	1402	1402	ba₂₁	221	b a ²¹	
Jinman		breast	1402	1402	pa₄₂	221	p a ⁴²	
Mazhelong		breast	1402	1402	noŋ₃₃	222	n o ŋ ³³	
Dashi		breast	1402	1402	pa₄₂	221	p a ⁴²	
Zhoucheng		breast	1402	1402	pa₄₂	221	p a ⁴²	
Jinxing		breast	1402	1402	pɑ₄₂	221	p ɑ ⁴²	
Tuolo		breast	1402	1402	bo₄₂	221	b o ⁴²	
Enqi		breast	1402	1402	pa₂₁	221	p a ²¹	
Ega		breast	1402	1402	pa₄₂	221	p a ⁴²	
Gongxing		burn	141	141	ɕy₂₂	223	ɕ y ²²	
Jinman		burn	141	141	fɤ₅₅ji₅₅	224	f ɤ ⁵⁵ j i ⁵⁵	
Mazhelong		burn	141	141	sɤ₅₅	223	s ɤ ⁵⁵	
Dashi		burn	141	141	ʂu₅₅	223	ʂ u ⁵⁵	
Zhoucheng		burn	141	141	ɲɯ₃₃	227	ɲ ɯ ³³	
Jinxing		burn	141	141	jĩ₃₃	227	j ĩ ³³	
Tuolo		burn	141	141	jen₃₃	227	j e n ³³	
Enqi		burn	141	141	xu₂₄	228	x u ²⁴	
Ega		burn	141	141	fi₂₂pɛ₂₂	225	f i ²² p ɛ ²²	
Gongxing		burn	141	141	ɕy₅₅	223	ɕ y ⁵⁵	
Mazhelong		burn	141	141	fi₃₃kʰǝɯ₅₅	226	f i ³³ kʰ əu ⁵⁵	
Zhoucheng		burn	141	141	su₅₅	223	s u ⁵⁵	
Gongxing		claw (nail)	2128	2128	t͡ʂi₂₄qa₂₄	229	ʈʂ i ²⁴ q a ²⁴	
Jinman		claw (nail)	2128	2128	qa₄₄	230	q a ⁴⁴	
Mazhelong		claw (nail)	2128	2128	sǝɯ₃₃kɚ₄₄	231	s əu ³³ k ə˞ ⁴⁴	
Dashi		claw (nail)	2128	2128	ʂɯ₃₃ka₄₄	231	ʂ ɯ ³³ k a ⁴⁴	
Zhoucheng		claw (nail)	2128	2128	sɯ₃₃ka₄₄	231	s ɯ ³³ k a ⁴⁴	
Jinxing		claw (nail)	2128	2128	sɯ₃₃ka₄₄	231	s ɯ ³³ k a ⁴⁴	
Tuolo		claw (nail)	2128	2128	ɕɯ₃₃qa₄₂	231	ɕ ɯ ³³ q a ⁴²	
Enqi		claw (nail)	2128	2128	tjɯ₂₁qa₂₄	229	t j ɯ ²¹ q a ²⁴	
Ega		claw (nail)	2128	2128	ɕi₂₂qa₄₄	231	ɕ i ²² q a ⁴⁴	
Gongxing		cloud	1489	1489	ŋɛ₁₂qǝ₅₅	232	ŋ ɛ ¹² q ə ⁵⁵	
Jinman		cloud	1489	1489	mɯ₂₁ko₄₂	234	m ɯ ²¹ k o ⁴²	
Mazhelong		cloud	1489	1489	ɥen₂₁pe₂₁	236	ɥ e n ²¹ p e ²¹	
Dashi		cloud	1489	1489	vɤ̃₂₁nõ₂₁	237	v ɤ̃ ²¹ n õ ²¹	
Zhoucheng		cloud	1489	1489	ɤ₂₁	235	ɤ ²¹	
Jinxing		cloud	1489	1489	ɤ̃₂₁	235	ɤ̃ ²¹	
Tuolo		cloud	1489	1489	ŋɔ₃₅qa₄₂	232	ŋ ɔ ³⁵ q a ⁴²	
Enqi		cloud	1489	1489	ʁæ₂₁	235	ʁ æ ²¹	
Ega		cloud	1489	1489	mɯ̃₂₁ko₄₂	234	m ɯ̃ ²¹ k o ⁴²	
Gongxing		cold	1287	1287	ga₁₂	238	g a ¹²	
Jinman		cold	1287	1287	kɯ₅₅	239	k ɯ ⁵⁵	
Mazhelong		cold	1287	1287	kɯ₅₅	239	k ɯ ⁵⁵	
Dashi		cold	1287	1287	kɯ₃₅	239	k ɯ ³⁵	
Zhoucheng		cold	1287	1287	kɯ₃₅	239	k ɯ ³⁵	
Jinxing		cold	1287	1287	kɯ₅₅	239	k ɯ ⁵⁵	
Tuolo		cold	1287	1287	kɯ₅₅	239	k ɯ ⁵⁵	
Enqi		cold	1287	1287	kɯ₂₄	239	k ɯ ²⁴	
Ega		cold	1287	1287	kɯ₅₅	239	k ɯ ⁵⁵	
Dashi		cold	1287	1287	ka₂₁	239	k a ²¹	
Jinxing		cold	1287	1287	kɑ₂₁	238	k ɑ ²¹	
Gongxing		come	1446	1446	ji₂₁kǝ₂₂	241	j i ²¹ k ə ²²	
Jinman		come	1446	1446	ʨwa₅₅	242	tɕ w a ⁵⁵	
Mazhelong		come	1446	1446	ɣǝɯ₂₁	243	ɣ əu ²¹	
Dashi		come	1446	1446	ɣǝ₃₅	243	ɣ ə ³⁵	
Zhoucheng		come	1446	1446	jɯ₃₅	240	j ɯ ³⁵	
Jinxing		come	1446	1446	ɣǝ₃₅	243	ɣ ə ³⁵	
Tuolo		come	1446	1446	t͡ʂʰo₄₂	245	ʈʂʰ o ⁴²	
Enqi		come	1446	1446	ji₅₅ki₂₄	241	j i ⁵⁵ k i ²⁴	
Ega		come	1446	1446	ji₅₅kɯ₂₂	241	j i ⁵⁵ k ɯ ²²	
Tuolo		come	1446	1446	jɯ₃₃kɯ₅₅	241	j ɯ ³³ k ɯ ⁵⁵	
Gongxing		die	1494	1494	ɕi₂₂	246	ɕ i ²²	
Jinman		die	1494	1494	ɕi₂₂	246	ɕ i ²²	
Mazhelong		die	1494	1494	ɕi₃₃	246	ɕ i ³³	
Dashi		die	1494	1494	ɕi₃₃	246	ɕ i ³³	
Zhoucheng		die	1494	1494	ɕi₃₃	246	ɕ i ³³	
Jinxing		die	1494	1494	ɕi₃₃	246	ɕ i ³³	
Tuolo		die	1494	1494	ɕi₃₃	246	ɕ i ³³	
Enqi		die	1494	1494	si₂₂	246	s i ²²	
Ega		die	1494	1494	si₂₂	246	s i ²²	
Gongxing		dog	2009	2009	qʰwaŋ₂₂	247	qʰ w a ŋ ²²	
Jinman		dog	2009	2009	qʰõ₂₂	247	qʰ õ ²²	
Mazhelong		dog	2009	2009	kʰwaŋ₃₃	247	kʰ w a ŋ ³³	
Dashi		dog	2009	2009	kʰwaŋ₃₃	247	kʰ w a ŋ ³³	
Zhoucheng		dog	2009	2009	kʰwa₃₃	247	kʰ w a ³³	
Jinxing		dog	2009	2009	kʰwɑ̃₃₃	247	kʰ w ɑ̃ ³³	
Tuolo		dog	2009	2009	qʰwaŋ₃₃	247	qʰ w a ŋ ³³	
Enqi		dog	2009	2009	qʰwa₂₂	247	qʰ w a ²²	
Ega		dog	2009	2009	qʰwa₂₂	247	qʰ w a ²²	
Gongxing		drink	1401	1401	ʔoŋ₂₂	248	ʔ o ŋ ²²	
Jinman		drink	1401	1401	ɯ̃₂₂	248	ɯ̃ ²²	
Mazhelong		drink	1401	1401	oŋ₃₃	248	o ŋ ³³	
Dashi		drink	1401	1401	ǝ̃₃₃	248	ə̃ ³³	
Zhoucheng		drink	1401	1401	ɯ₃₃	248	ɯ ³³	
Jinxing		drink	1401	1401	ǝ̃₃₃	248	ə̃ ³³	
Tuolo		drink	1401	1401	ɯ̃₃₃	248	ɯ̃ ³³	
Enqi		drink	1401	1401	ɯ₂₂	248	ɯ ²²	
Ega		drink	1401	1401	ɯ̃₂₂	248	ɯ̃ ²²	
Gongxing		dry	1398	1398	qaŋ₅₅	249	q a ŋ ⁵⁵	
Jinman		dry	1398	1398	qã₅₅	249	q ã ⁵⁵	
Mazhelong		dry	1398	1398	kaŋ₅₅	249	k a ŋ ⁵⁵	
Dashi		dry	1398	1398	kã₃₅	249	k ã ³⁵	
Zhoucheng		dry	1398	1398	ka₃₅	249	k a ³⁵	
Jinxing		dry	1398	1398	kɑ̃₅₅	249	k ɑ̃ ⁵⁵	
Tuolo		dry	1398	1398	qɔŋ₅₅	249	q ɔ ŋ ⁵⁵	
Enqi		dry	1398	1398	qa₂₄	249	q a ²⁴	
Ega		dry	1398	1398	qo₅₅	249	q o ⁵⁵	
Gongxing		ear	1247	1247	jaŋ₂₂kʰwaŋ₂₂	250	j a ŋ ²² kʰ w a ŋ ²²	
Jinman		ear	1247	1247	ẽ₄₂ʨwẽ₂₂	252	ẽ ⁴² tɕ w ẽ ²²	
Mazhelong		ear	1247	1247	jɛ₃₃kɛ₃₃pjen₂₁	251	j ɛ ³³ k ɛ ³³ p j e n ²¹	
Dashi		ear	1247	1247	jen₃₃toŋ₃₁	253	j e n ³³ t o ŋ ³¹	
Zhoucheng		ear	1247	1247	ɲow₃₃to₄₂	254	ɲ o w ³³ t o ⁴²	
Jinxing		ear	1247	1247	jen₃₃tɯ₃₁kwɑ₅₅	255	j e n ³³ t ɯ ³¹ k w ɑ ⁵⁵	
Tuolo		ear	1247	1247	wen₃₃zɥen₃₅	256	w e n ³³ z ɥ e n ³⁵	
Enqi		ear	1247	1247	ŋu₂₂ʦu₂₁qʰwa₂₄	258	ŋ u ²² ts u ²¹ qʰ w a ²⁴	
Ega		ear	1247	1247	ji₂₂ʨyj₂₁	257	j i ²² tɕ y j ²¹	
Gongxing		earth	1228	1228	ʥi₄₂	260	dʑ i ⁴²	
Jinman		earth	1228	1228	ʥi₄₂	260	dʑ i ⁴²	
Mazhelong		earth	1228	1228	ti₂₁	260	t i ²¹	
Dashi		earth	1228	1228	ʨi₃₁	260	tɕ i ³¹	
Zhoucheng		earth	1228	1228	ʨi₃₁	260	tɕ i ³¹	
Jinxing		earth	1228	1228	ʨi₃₁	260	tɕ i ³¹	
Tuolo		earth	1228	1228	ʑi₂₁	260	ʑ i ²¹	
Enqi		earth	1228	1228	ʥi₄₃	260	dʑ i ⁴³	
Ega		earth	1228	1228	ʨi₄₂pa₂₂	261	tɕ i ⁴² p a ²²	
Gongxing		eat	1336	1336	ju₂₄	262	j u ²⁴	
Jinman		eat	1336	1336	ji₅₅	262	j i ⁵⁵	
Mazhelong		eat	1336	1336	ji₄₄	262	j i ⁴⁴	
Dashi		eat	1336	1336	jɯ₄₄	262	j ɯ ⁴⁴	
Zhoucheng		eat	1336	1336	jɯ₄₄	262	j ɯ ⁴⁴	
Jinxing		eat	1336	1336	jɯ₄₄	262	j ɯ ⁴⁴	
Tuolo		eat	1336	1336	ju₄₂	262	j u ⁴²	
Enqi		eat	1336	1336	jɯ₅₅	262	j ɯ ⁵⁵	
Ega		eat	1336	1336	ji₄₄	262	j i ⁴⁴	
Gongxing		egg	744	744	sen₄₂	263	s e n ⁴²	
Jinman		egg	744	744	sẽ₄₂	263	s ẽ ⁴²	
Mazhelong		egg	744	744	sɛ₄₂	263	s ɛ ⁴²	
Dashi		egg	744	744	sen₄₂	263	s e n ⁴²	
Zhoucheng		egg	744	744	se₄₂	263	s e ⁴²	
Jinxing		egg	744	744	sen₄₂	263	s e n ⁴²	
Tuolo		egg	744	744	sen₂₁	263	s e n ²¹	
Enqi		egg	744	744	sɛ₄₃	263	s ɛ ⁴³	
Ega		egg	744	744	sɛ₄₂	263	s ɛ ⁴²	
Gongxing		eye	1248	1248	wen₂₂	264	w e n ²²	
Jinman		eye	1248	1248	mi₂₂	264	m i ²²	
Mazhelong		eye	1248	1248	ŋwɛ₃₃	264	ŋ w ɛ ³³	
Dashi		eye	1248	1248	wẽ₃₃	264	w ẽ ³³	
Zhoucheng		eye	1248	1248	we₃₃	264	w e ³³	
Jinxing		eye	1248	1248	wẽ₃₃	264	w ẽ ³³	
Tuolo		eye	1248	1248	wen₃₃	264	w e n ³³	
Enqi		eye	1248	1248	ŋwi₂₂	264	ŋ w i ²²	
Ega		eye	1248	1248	ŋwi₂₂	264	ŋ w i ²²	
Gongxing		far	1406	1406	tɥen₂₂	200	t ɥ e n ²²	
Jinman		far	1406	1406	tyj₂₂	200	t y j ²²	
Mazhelong		far	1406	1406	ʦwen₃₃	200	ts w e n ³³	
Dashi		far	1406	1406	twen₃₃	200	t w e n ³³	
Zhoucheng		far	1406	1406	twe₃₃	200	t w e ³³	
Jinxing		far	1406	1406	twen₃₃	200	t w e n ³³	
Tuolo		far	1406	1406	twe₃₃	200	t w e ³³	
Enqi		far	1406	1406	tɥɛ₂₂	200	t ɥ ɛ ²²	
Ega		far	1406	1406	ti₂₂	200	t i ²²	
Gongxing		fat	323	323	t͡ʂi₅₅	265	ʈʂ i ⁵⁵	
Jinman		fat	323	323	t͡ʂi₅₅	265	ʈʂ i ⁵⁵	
Mazhelong		fat	323	323	ʦi₅₅	265	ts i ⁵⁵	
Dashi		fat	323	323	t͡ʂi₅₅	265	ʈʂ i ⁵⁵	
Zhoucheng		fat	323	323	ʦi₃₅	266	ts i ³⁵	
Jinxing		fat	323	323	ʦi₅₅	265	ts i ⁵⁵	
Tuolo		fat	323	323	t͡ʂi₅₅	265	ʈʂ i ⁵⁵	
Enqi		fat	323	323	ʦi₂₄	265	ts i ²⁴	
Ega		fat	323	323	ʦɛ₅₅	265	ts ɛ ⁵⁵	
Gongxing		feather	1201	1201	mi₁₂	267	m i ¹²	
Jinman		feather	1201	1201	mje₂₁	267	m j e ²¹	
Mazhelong		feather	1201	1201	me₂₁	267	m e ²¹	
Dashi		feather	1201	1201	ma₂₁	267	m a ²¹	
Zhoucheng		feather	1201	1201	ma₂₁	267	m a ²¹	
Jinxing		feather	1201	1201	mɑ̃₂₁	267	m ɑ̃ ²¹	
Tuolo		feather	1201	1201	me₃₅	267	m e ³⁵	
Enqi		feather	1201	1201	mjɛ₂₁	267	m j ɛ ²¹	
Ega		feather	1201	1201	mi₂₁	267	m i ²¹	
Gongxing		fire	221	221	xwɛ₂₂	268	x w ɛ ²²	
Jinman		fire	221	221	fi₂₂	268	f i ²²	
Mazhelong		fire	221	221	fi₃₃	268	f i ³³	
Dashi		fire	221	221	xwi₃₃	268	x w i ³³	
Zhoucheng		fire	221	221	xwi₃₃	268	x w i ³³	
Jinxing		fire	221	221	xwi₃₃	268	x w i ³³	
Tuolo		fire	221	221	xwe₃₃	268	x w e ³³	
Enqi		fire	221	221	xwi₂₂	268	x w i ²²	
Ega		fire	221	221	fi₂₂	268	f i ²²	
Gongxing		fish	227	227	ŋo₅₅	269	ŋ o ⁵⁵	
Jinman		fish	227	227	ŋu₅₅	269	ŋ u ⁵⁵	
Mazhelong		fish	227	227	oŋ₅₅	269	o ŋ ⁵⁵	
Dashi		fish	227	227	wɤ̃₃₅	269	w ɤ̃ ³⁵	
Zhoucheng		fish	227	227	ŋo₃₅	269	ŋ o ³⁵	
Jinxing		fish	227	227	ṃ₅₅	269	m̩ ⁵⁵	
Tuolo		fish	227	227	ŋɤ₅₅	269	ŋ ɤ ⁵⁵	
Enqi		fish	227	227	ŋo₂₄	269	ŋ o ²⁴	
Ega		fish	227	227	ŋu₅₅	269	ŋ u ⁵⁵	
Gongxing		fly	1441	1441	p͡fu₅₅	270	pf u ⁵⁵	
Jinman		fly	1441	1441	fi₅₅	270	f i ⁵⁵	
Mazhelong		fly	1441	1441	pi₅₅	270	p i ⁵⁵	
Dashi		fly	1441	1441	fɤ₃₅	270	f ɤ ³⁵	
Zhoucheng		fly	1441	1441	fɤ₃₅	270	f ɤ ³⁵	
Jinxing		fly	1441	1441	fɤ₅₅	270	f ɤ ⁵⁵	
Tuolo		fly	1441	1441	fɚ₅₅	270	f ə˞ ⁵⁵	
Enqi		fly	1441	1441	fɛ₂₄	270	f ɛ ²⁴	
Ega		fly	1441	1441	xwɛ₅₅	270	x w ɛ ⁵⁵	
Gongxing		foot	1301	1301	ku₂₄	271	k u ²⁴	
Jinman		foot	1301	1301	ko₅₅	271	k o ⁵⁵	
Mazhelong		foot	1301	1301	ko₄₄	271	k o ⁴⁴	
Dashi		foot	1301	1301	kow₄₄	271	k o w ⁴⁴	
Zhoucheng		foot	1301	1301	ko₄₄	271	k o ⁴⁴	
Jinxing		foot	1301	1301	kow₄₄	271	k o w ⁴⁴	
Tuolo		foot	1301	1301	ko₄₂	271	k o ⁴²	
Enqi		foot	1301	1301	ku₅₅	271	k u ⁵⁵	
Ega		foot	1301	1301	ku₄₄	271	k u ⁴⁴	
Gongxing		full	1429	1429	mi₂₂	272	m i ²²	
Jinman		full	1429	1429	me₂₂	272	m e ²²	
Mazhelong		full	1429	1429	mɛ₃₃	272	m ɛ ³³	
Dashi		full	1429	1429	ma₃₃	272	m a ³³	
Zhoucheng		full	1429	1429	ma₃₃	272	m a ³³	
Jinxing		full	1429	1429	mɑ̃₃₃	272	m ɑ̃ ³³	
Tuolo		full	1429	1429	me₃₃	272	m e ³³	
Enqi		full	1429	1429	mjɛ₂₂	272	m j ɛ ²²	
Ega		full	1429	1429	mi₂₂	272	m i ²²	
Gongxing		give	1447	1447	zi₄₂	273	z i ⁴²	
Jinman		give	1447	1447	zi₄₂	273	z i ⁴²	
Mazhelong		give	1447	1447	zǝɯ₂₁	273	z əu ²¹	
Dashi		give	1447	1447	zi₂₁	273	z i ²¹	
Zhoucheng		give	1447	1447	zɯ₄₂	273	z ɯ ⁴²	
Jinxing		give	1447	1447	si₃₁	273	s i ³¹	
Tuolo		give	1447	1447	zi₂₁	273	z i ²¹	
Enqi		give	1447	1447	ʦi₄₃	273	ts i ⁴³	
Ega		give	1447	1447	zi₄₂	273	z i ⁴²	
Gongxing		good	1035	1035	ʣan₁₂	274	dz a n ¹²	
Jinman		good	1035	1035	xo₂₂	275	x o ²²	
Mazhelong		good	1035	1035	xǝ₃₃	275	x ə ³³	
Dashi		good	1035	1035	xu₃₃	275	x u ³³	
Zhoucheng		good	1035	1035	xu₃₃	275	x u ³³	
Jinxing		good	1035	1035	xu₃₃	275	x u ³³	
Tuolo		good	1035	1035	djaŋ₃₅	274	d j a ŋ ³⁵	
Enqi		good	1035	1035	djæ₂₁	274	d j æ ²¹	
Ega		good	1035	1035	xo₅₅	275	x o ⁵⁵	
Dashi		good	1035	1035	ʨʰõ₄₄	274	tɕʰ õ ⁴⁴	
Zhoucheng		good	1035	1035	ʨʰow₅₅	274	tɕʰ o w ⁵⁵	
Jinxing		good	1035	1035	ʨʰõ₄₄	274	tɕʰ õ ⁴⁴	
Gongxing		green	1425	1425	ʦʰan₂₄	276	tsʰ a n ²⁴	
Jinman		green	1425	1425	ʨʰã₅₅	276	tɕʰ ã ⁵⁵	
Mazhelong		green	1425	1425	lɤ₄₄	277	l ɤ ⁴⁴	
Dashi		green	1425	1425	lo₄₄	277	l o ⁴⁴	
Zhoucheng		green	1425	1425	lɤ₄₄	277	l ɤ ⁴⁴	
Jinxing		green	1425	1425	lu₄₄	277	l u ⁴⁴	
Tuolo		green	1425	1425	ʨʰaŋ₂₁	276	tɕʰ a ŋ ²¹	
Enqi		green	1425	1425	ʨʰæ₂₄	276	tɕʰ æ ²⁴	
Ega		green	1425	1425	ʨʰa₄₂	276	tɕʰ a ⁴²	
Gongxing		hair	1040	1040	di₂₄mjɛ₁₂	278	d i ²⁴ m j ɛ ¹²	
Jinman		hair	1040	1040	ʈe₂₁me₅₅	278	ʈ e ²¹ m e ⁵⁵	
Mazhelong		hair	1040	1040	tɛ₂₁mɛ₅₅	278	t ɛ ²¹ m ɛ ⁵⁵	
Dashi		hair	1040	1040	ɕa₄₄	279	ɕ a ⁴⁴	
Zhoucheng		hair	1040	1040	tɯ₂₁ma₃₅	278	t ɯ ²¹ m a ³⁵	
Jinxing		hair	1040	1040	ɕɔ₄₄	279	ɕ ɔ ⁴⁴	
Tuolo		hair	1040	1040	djɯ₃₅me₅₅	278	d j ɯ ³⁵ m e ⁵⁵	
Enqi		hair	1040	1040	tjɯ₂₁mjɛ₂₄	278	t j ɯ ²¹ m j ɛ ²⁴	
