language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Shuri		dirty	1230	1230	hagoːsaɴ	374	h a g oː s a ɴ	
Kōchi		dirty	1230	1230	dakina	372	d a k i n a	
Sado		dirty	1230	1230	jogoretoru	371	j o g o r e t o r u	
Oki		dirty	1230	1230	kitaneː	370	k i t a n eː	
Kagoshima		dirty	1230	1230	kisːane	370	k i sː a n e	
Miyako		dog	2009	2009	in	62	i n	
Tōkyō		dog	2009	2009	inu	62	i n u	
Amami		dog	2009	2009	ʔiɴ	62	ʔ i ɴ	
Kyōto		dog	2009	2009	inu	62	i n u	
Hachijō		dog	2009	2009	ʨiɴme	61	tɕ i ɴ m e	
Shuri		dog	2009	2009	ʔiɴ	62	ʔ i ɴ	
Kōchi		dog	2009	2009	inu	62	i n u	
Sado		dog	2009	2009	inu	62	i n u	
Oki		dog	2009	2009	eno	62	e n o	
Kagoshima		dog	2009	2009	iɴ	62	i ɴ	
Miyako		down	1326	1326	sɨtaːra	446	s ɨ t aː r a	
Tōkyō		down	1326	1326	sitae	446	s i t a e	
Amami		down	1326	1326	ɕaːʨi	446	ɕ aː tɕ i	
Kyōto		down	1326	1326	sitae	446	s i t a e	
Hachijō		down	1326	1326	sita	446	s i t a	
Shuri		down	1326	1326	siʦaɴkai	446	s i ts a ɴ k ai	
Kōchi		down	1326	1326	sita	446	s i t a	
Sado		down	1326	1326	sita	446	s i t a	
Oki		down	1326	1326	sita	446	s i t a	
Kagoshima		down	1326	1326	site	446	s i t e	
Miyako		drink	1401	1401	num	120	n u m	
Tōkyō		drink	1401	1401	nomu	120	n o m u	
Amami		drink	1401	1401	numuri	120	n u m u r i	
Kyōto		drink	1401	1401	nomu	120	n o m u	
Hachijō		drink	1401	1401	nomu	120	n o m u	
Shuri		drink	1401	1401	nunuɴ	120	n u n u ɴ	
Kōchi		drink	1401	1401	nomu	120	n o m u	
Sado		drink	1401	1401	nomu	120	n o m u	
Oki		drink	1401	1401	nomu	120	n o m u	
Kagoshima		drink	1401	1401	noɴ	120	n o ɴ	
Miyako		dry	1398	1398	kaːraʦɨ	217	k aː r a ts ɨ	
Tōkyō		dry	1398	1398	kawaita	218	k a w ai t a	
Amami		dry	1398	1398	xoraʨaɴ	217	x o r a tɕ a ɴ	
Kyōto		dry	1398	1398	kawaita	218	k a w ai t a	
Hachijō		dry	1398	1398	kuatːe	218	k ua tː e	
Shuri		dry	1398	1398	kaːraʦoːru	217	k aː r a ts oː r u	
Kōchi		dry	1398	1398	kawaita	218	k a w ai t a	
Sado		dry	1398	1398	hoseta	219	h o s e t a	
Oki		dry	1398	1398	ɸita	220	ɸ i t a	
Kagoshima		dry	1398	1398	kaeta	218	k a e t a	
Miyako		dull	379	379	pizuriːduːɭ	366	p i z u r iː d uː ɭ	
Tōkyō		dull	379	379	kirenai	362	k i r e n ai	
Amami		dull	379	379	kiriraɴ	362	k i r i r a ɴ	
Kyōto		dull	379	379	kireheɴ	362	k i r e h e ɴ	
Hachijō		dull	379	379	kireɴnua	362	k i r e ɴ n ua	
Shuri		dull	379	379	tataɴ	365	t a t a ɴ	
Kōchi		dull	379	379	namakura	364	n a m a k u r a	
Sado		dull	379	379	nibui	363	n i b ui	
Oki		dull	379	379	kireɴ	362	k i r e ɴ	
Kagoshima		dull	379	379	kireɴ	362	k i r e ɴ	
Miyako		dust	2	2	puki	451	p u k i	
Tōkyō		dust	2	2	hokori	451	h o k o r i	
Amami		dust	2	2	huhuɴ	453	h u h u ɴ	
Kyōto		dust	2	2	hokori	451	h o k o r i	
Hachijō		dust	2	2	hokori	451	h o k o r i	
Shuri		dust	2	2	hukui	451	h u k ui	
Kōchi		dust	2	2	hokori	451	h o k o r i	
Sado		dust	2	2	hokori	451	h o k o r i	
Oki		dust	2	2	hoke	451	h o k e	
Kagoshima		dust	2	2	goɴ	452	g o ɴ	
Miyako		ear	1247	1247	mim	95	m i m	
Tōkyō		ear	1247	1247	mimi	95	m i m i	
Amami		ear	1247	1247	miɴ	95	m i ɴ	
Kyōto		ear	1247	1247	mimi	95	m i m i	
Hachijō		ear	1247	1247	mimi	95	m i m i	
Shuri		ear	1247	1247	mimi	95	m i m i	
Kōchi		ear	1247	1247	mimi	95	m i m i	
Sado		ear	1247	1247	mimi	95	m i m i	
Oki		ear	1247	1247	mimi	95	m i m i	
Kagoshima		ear	1247	1247	miɴ	95	m i ɴ	
Miyako		earth	1228	1228	mta	178	m t a	
Tōkyō		earth	1228	1228	ʦuʨi	179	ts u tɕ i	
Amami		earth	1228	1228	miʨa	178	m i tɕ a	
Kyōto		earth	1228	1228	ʦuʨi	179	ts u tɕ i	
Hachijō		earth	1228	1228	ʨiʨi	179	tɕ i tɕ i	
Shuri		earth	1228	1228	ɴʦa	178	ɴ ts a	
Kōchi		earth	1228	1228	tuti	179	t u t i	
Sado		earth	1228	1228	ʦuʨi	179	ts u tɕ i	
Oki		earth	1228	1228	ʨiʨi	179	tɕ i tɕ i	
Kagoshima		earth	1228	1228	doro	177	d o r o	
Miyako		eat	1336	1336	fau	125	f au	
Tōkyō		eat	1336	1336	taberu	122	t a b e r u	
Amami		eat	1336	1336	xamuri	124	x a m u r i	
Kyōto		eat	1336	1336	taberu	122	t a b e r u	
Hachijō		eat	1336	1336	miaru	121	m ia r u	
Shuri		eat	1336	1336	kanuɴ	124	k a n u ɴ	
Kōchi		eat	1336	1336	taberu	122	t a b e r u	
Sado		eat	1336	1336	kuː	123	k uː	
Oki		eat	1336	1336	kuː	123	k uː	
Kagoshima		eat	1336	1336	kuː	123	k uː	
Miyako		egg	744	744	tunuka	82	t u n u k a	
Tōkyō		egg	744	744	tamaŋo	80	t a m a ŋ o	
Amami		egg	744	744	xoga	81	x o g a	
Kyōto		egg	744	744	tamaŋo	80	t a m a ŋ o	
Hachijō		egg	744	744	tamago	80	t a m a g o	
Shuri		egg	744	744	kuːga	81	k uː g a	
Kōchi		egg	744	744	tamago	80	t a m a g o	
Sado		egg	744	744	tamago	80	t a m a g o	
Oki		egg	744	744	tamaŋo	80	t a m a ŋ o	
Kagoshima		egg	744	744	tamago	80	t a m a g o	
Miyako		eye	1248	1248	miː	96	m iː	
Tōkyō		eye	1248	1248	me	96	m e	
Amami		eye	1248	1248	mɨː	96	m ɨː	
Kyōto		eye	1248	1248	meː	96	m eː	
Hachijō		eye	1248	1248	manako	97	m a n a k o	
Shuri		eye	1248	1248	miː	96	m iː	
Kōchi		eye	1248	1248	me	96	m e	
Sado		eye	1248	1248	me	96	m e	
Oki		eye	1248	1248	me	96	m e	
Kagoshima		eye	1248	1248	me	96	m e	
Miyako		fall	1280	1280	utiɭ	420	u t i ɭ	
Tōkyō		fall	1280	1280	okːoʨiru	420	o kː o tɕ i r u	
Amami		fall	1280	1280	ʔuθɨruri	420	ʔ u θ ɨ r u r i	
Kyōto		fall	1280	1280	oʨiru	420	o tɕ i r u	
Hachijō		fall	1280	1280	oteru	420	o t e r u	
Shuri		fall	1280	1280	ʔutijuɴ	420	ʔ u t i j u ɴ	
Kōchi		fall	1280	1280	kokeru	421	k o k e r u	
Sado		fall	1280	1280	oʨiru	420	o tɕ i r u	
Oki		fall	1280	1280	oʨiru	420	o tɕ i r u	
Kagoshima		fall	1280	1280	oʦu	420	o ts u	
Miyako		far	1406	1406	tuː	351	t uː	
Tōkyō		far	1406	1406	toːi	351	t oː i	
Amami		far	1406	1406	θuːsari	351	θ uː s a r i	
Kyōto		far	1406	1406	toi	351	t oi	
Hachijō		far	1406	1406	toːkʲa	351	t oː kʲ a	
Shuri		far	1406	1406	tuːsaɴ	351	t uː s a ɴ	
Kōchi		far	1406	1406	toːi	351	t oː i	
Sado		far	1406	1406	toːkui	351	t oː k ui	
Oki		far	1406	1406	toweː	351	t o w eː	
Kagoshima		far	1406	1406	toie	351	t o j e	
Miyako		father	1217	1217	ɨza	328	ɨ z a	
Tōkyō		father	1217	1217	otoːsaɴ	323	o t oː s a ɴ	
Amami		father	1217	1217	ʥu	326	dʑ u	
Kyōto		father	1217	1217	otoʨːaɴ	323	o t o tːɕ a ɴ	
Hachijō		father	1217	1217	ma	322	m a	
Shuri		father	1217	1217	wikiganu	327	w i k i g a n u	
Kōchi		father	1217	1217	otoːsaɴ	323	o t oː s a ɴ	
Sado		father	1217	1217	daɴ	324	d a ɴ	
Oki		father	1217	1217	teʦːaɴ	325	t e tːs a ɴ	
Kagoshima		father	1217	1217	otoʦːaɴ	323	o t o tːs a ɴ	
Miyako		fear	1419	1419	uɣviɭ	441	u ɣʷ i ɭ	
Tōkyō		fear	1419	1419	kowaŋaru	437	k o w a ŋ a r u	
Amami		fear	1419	1419	ʔuθuruɕa	440	ʔ u θ u r u ɕ a	
Kyōto		fear	1419	1419	kowaŋaru	437	k o w a ŋ a r u	
Hachijō		fear	1419	1419	okːanagaru	436	o kː a n a g a r u	
Shuri		fear	1419	1419	ʔuturusa	440	ʔ u t u r u s a	
Kōchi		fear	1419	1419	odiru	439	o d i r u	
Sado		fear	1419	1419	osogagaru	438	o s o g a g a r u	
Oki		fear	1419	1419	osoreru	440	o s o r e r u	
Kagoshima		fear	1419	1419	otorosːesui	440	o t o r o sː e s ui	
Miyako		feather	1201	1201	pani	87	p a n i	
Tōkyō		feather	1201	1201	hane	87	h a n e	
Amami		feather	1201	1201	haɴge	87	h a ɴ g e	
Kyōto		feather	1201	1201	hane	87	h a n e	
Hachijō		feather	1201	1201	hane	87	h a n e	
Shuri		feather	1201	1201	hanigiː	87	h a n i g iː	
Kōchi		feather	1201	1201	hane	87	h a n e	
Sado		feather	1201	1201	hane	87	h a n e	
Oki		feather	1201	1201	hane	87	h a n e	
Kagoshima		feather	1201	1201	haine	87	h ai n e	
Miyako		few	1242	1242	ipiːtʃa	259	i p iː t ʃ a	
Tōkyō		few	1242	1242	sukunai	256	s u k u n ai	
Amami		few	1242	1242	ʔikirasari	258	ʔ i k i r a s a r i	
Kyōto		few	1242	1242	sukenai	256	s u k e n ai	
Hachijō		few	1242	1242	ʨiːto	255	tɕ iː t o	
Shuri		few	1242	1242	ʔikirasaɴ	258	ʔ i k i r a s a ɴ	
Kōchi		few	1242	1242	bitːo	257	b i tː o	
Sado		few	1242	1242	sukunai	256	s u k u n ai	
Oki		few	1242	1242	ʨiːto	255	tɕ iː t o	
Kagoshima		few	1242	1242	sunːe	256	s u nː e	
Miyako		fire	221	221	umaʦɨ	184	u m a ts ɨ	
Tōkyō		fire	221	221	hi	183	h i	
Amami		fire	221	221	uaʦɨ	184	ua ts ɨ	
