language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Upper Demjanka Khanty		bird	937	937	toχtəŋwoːjə	17	t o χ t ə ŋ w oː j ə	
Sherkaly Khanty		bird	937	937	wɔːj	17	w ɔː j	
Kazym Khanty		bird	937	937	toχɬəŋwɔːj	17	t o χ ɬ ə ŋ w ɔː j	
North Mansi		bite	1403	1403	puri	19	p u r i	
Middle Lozva Mansi		bite	1403	1403	puri	19	p u r i	
Lower Lozva Mansi		bite	1403	1403	puri	19	p u r i	
Pelymka Mansi		bite	1403	1403	puri	19	p u r i	
Konda Mansi		bite	1403	1403	pori	19	p o r i	
Tavda Mansi		bite	1403	1403	pur	19	p u r	
Vakh Khanty		bite	1403	1403	por	19	p o r	
Verkhne-Kalymsk Khanty		bite	1403	1403	por	19	p o r	
Vasjugan Khanty		bite	1403	1403	por	19	p o r	
Likrisovskoje Khanty		bite	1403	1403	por	19	p o r	
Malyj Jugan Khanty		bite	1403	1403	por	19	p o r	
Tremjugan Khanty		bite	1403	1403	por	19	p o r	
Jugan Khanty		bite	1403	1403	por	19	p o r	
Upper Demjanka Khanty		bite	1403	1403	par	19	p a r	
Konda Khanty		bite	1403	1403	par	19	p a r	
Nizjam Khanty		bite	1403	1403	por	19	p o r	
Sherkaly Khanty		bite	1403	1403	por	19	p o r	
Kazym Khanty		bite	1403	1403	por	19	p o r	
Synja Khanty		bite	1403	1403	por	19	p o r	
Obdorsk Khanty		bite	1403	1403	par	19	p a r	
North Mansi		black	163	163	seːməl	20	s eː m ə l	
Middle Lozva Mansi		black	163	163	ʃeːməl	20	ʃ eː m ə l	
Lower Lozva Mansi		black	163	163	ʃeːməl	20	ʃ eː m ə l	
Pelymka Mansi		black	163	163	ʃeːməl	20	ʃ eː m ə l	
Konda Mansi		black	163	163	seːməl	20	s eː m ə l	
Tavda Mansi		black	163	163	pæŋ	21	p æ ŋ	
Vakh Khanty		black	163	163	peɣtə	22	p e ɣ t ə	
Verkhne-Kalymsk Khanty		black	163	163	peɣtə	22	p e ɣ t ə	
Vasjugan Khanty		black	163	163	peɣtə	22	p e ɣ t ə	
Likrisovskoje Khanty		black	163	163	peɣtə	22	p e ɣ t ə	
Malyj Jugan Khanty		black	163	163	peɣtə	22	p e ɣ t ə	
Tremjugan Khanty		black	163	163	peɣtə	22	p e ɣ t ə	
Jugan Khanty		black	163	163	peɣtə	22	p e ɣ t ə	
Upper Demjanka Khanty		black	163	163	peɣtə	22	p e ɣ t ə	
Konda Khanty		black	163	163	peɣtə	22	p e ɣ t ə	
Nizjam Khanty		black	163	163	piɣtə	22	p i ɣ t ə	
Sherkaly Khanty		black	163	163	piɣtə	22	p i ɣ t ə	
Kazym Khanty		black	163	163	pitiː	22	p i t iː	
Synja Khanty		black	163	163	pitiː	22	p i t iː	
Obdorsk Khanty		black	163	163	puːtiː	22	p uː t iː	
North Mansi		blood	946	946	keːlp	23	k eː l p	
Middle Lozva Mansi		blood	946	946	wyir	24	w yi r	
Lower Lozva Mansi		blood	946	946	œːr	24	œː r	
Pelymka Mansi		blood	946	946	wyɨr	24	w y ɨ r	
Konda Mansi		blood	946	946	wɨr	24	w ɨ r	
Tavda Mansi		blood	946	946	uːr	24	uː r	
Vakh Khanty		blood	946	946	wer	24	w e r	
Vasjugan Khanty		blood	946	946	wer	24	w e r	
Tremjugan Khanty		blood	946	946	wer	24	w e r	
Jugan Khanty		blood	946	946	wer	24	w e r	
Upper Demjanka Khanty		blood	946	946	wer	24	w e r	
Konda Khanty		blood	946	946	wer	24	w e r	
Nizjam Khanty		blood	946	946	katə	25	k a t ə	
Sherkaly Khanty		blood	946	946	katə	25	k a t ə	
Kazym Khanty		blood	946	946	kaɬiː	25	k a ɬ iː	
Synja Khanty		blood	946	946	wur	24	w u r	
Obdorsk Khanty		blood	946	946	wuːr	24	w uː r	
North Mansi		bone	1394	1394	lu	26	l u	
Middle Lozva Mansi		bone	1394	1394	lu	26	l u	
Lower Lozva Mansi		bone	1394	1394	luʃm	26	l u ʃ m	
Pelymka Mansi		bone	1394	1394	lu	26	l u	
Konda Mansi		bone	1394	1394	lo	26	l o	
Tavda Mansi		bone	1394	1394	loʃəm	26	l o ʃ ə m	
Vakh Khanty		bone	1394	1394	loɣ	26	l o ɣ	
Verkhne-Kalymsk Khanty		bone	1394	1394	loɣ	26	l o ɣ	
Vasjugan Khanty		bone	1394	1394	loɣ	26	l o ɣ	
Vartovskoje Khanty		bone	1394	1394	ɬoɣ	26	ɬ o ɣ	
Likrisovskoje Khanty		bone	1394	1394	θoɣ	26	θ o ɣ	
Malyj Jugan Khanty		bone	1394	1394	ɬoɣʷ	26	ɬ o ɣʷ	
Tremjugan Khanty		bone	1394	1394	ɬoɣʷ	26	ɬ o ɣʷ	
Jugan Khanty		bone	1394	1394	ɬow	26	ɬ o w	
Upper Demjanka Khanty		bone	1394	1394	tew	26	t e w	
Konda Khanty		bone	1394	1394	tow	26	t o w	
Nizjam Khanty		bone	1394	1394	tuw	26	t u w	
Sherkaly Khanty		bone	1394	1394	tuw	26	t u w	
Kazym Khanty		bone	1394	1394	ɬuw	26	ɬ u w	
Synja Khanty		bone	1394	1394	low	26	l o w	
Obdorsk Khanty		bone	1394	1394	law	26	l a w	
North Mansi		breast	1402	1402	maɣɨl	27	m a ɣ ɨ l	
Middle Lozva Mansi		breast	1402	1402	maɨl	27	m a ɨ l	
Lower Lozva Mansi		breast	1402	1402	maɨl	27	m a ɨ l	
Pelymka Mansi		breast	1402	1402	maɣɨl	27	m a ɣ ɨ l	
Konda Mansi		breast	1402	1402	mɔul	27	m ɔu l	
Tavda Mansi		breast	1402	1402	məul	27	m əu l	
Vakh Khanty		breast	1402	1402	mœːɣəl	27	m œː ɣ ə l	
Verkhne-Kalymsk Khanty		breast	1402	1402	mœːɣəl	27	m œː ɣ ə l	
Vasjugan Khanty		breast	1402	1402	mœːɣəl	27	m œː ɣ ə l	
Vartovskoje Khanty		breast	1402	1402	mœɣəɬ	27	m œ ɣ ə ɬ	
Likrisovskoje Khanty		breast	1402	1402	mæɣʷəθ	27	m æ ɣʷ ə θ	
Malyj Jugan Khanty		breast	1402	1402	mæɣʷəɬ	27	m æ ɣʷ ə ɬ	
Tremjugan Khanty		breast	1402	1402	mæɣʷəɬ	27	m æ ɣʷ ə ɬ	
Jugan Khanty		breast	1402	1402	mæwəɬ	27	m æ w ə ɬ	
Upper Demjanka Khanty		breast	1402	1402	meːɣət	27	m eː ɣ ə t	
Konda Khanty		breast	1402	1402	meːɣət	27	m eː ɣ ə t	
Nizjam Khanty		breast	1402	1402	meːwət	27	m eː w ə t	
Sherkaly Khanty		breast	1402	1402	meːɣət	27	m eː ɣ ə t	
Kazym Khanty		breast	1402	1402	meːwəɬ	27	m eː w ə ɬ	
Synja Khanty		breast	1402	1402	meːwəl	27	m eː w ə l	
Obdorsk Khanty		breast	1402	1402	meːwəl	27	m eː w ə l	
North Mansi		burn	141	141	titti	28	t i tː i	
Middle Lozva Mansi		burn	141	141	tiχti	28	t i χ t i	
Lower Lozva Mansi		burn	141	141	tiχti	28	t i χ t i	
Pelymka Mansi		burn	141	141	tiχti	28	t i χ t i	
Konda Mansi		burn	141	141	təχti	28	t ə χ t i	
Tavda Mansi		burn	141	141	tæitæl	28	t æ t æ l	
Jugan Khanty		burn	141	141	ɬæːpət	28	ɬ æː p ə t	
Upper Demjanka Khanty		burn	141	141	tæːpət	28	t æː p ə t	
Konda Khanty		burn	141	141	tæːpət	28	t æː p ə t	
Kazym Khanty		burn	141	141	ɬaːpət	28	ɬ aː p ə t	
Synja Khanty		burn	141	141	laːpət	28	l aː p ə t	
North Mansi		claw (nail)	2128	2128	kʷons	29	kʷ o n s	
Middle Lozva Mansi		claw (nail)	2128	2128	kʷænʃ	29	kʷ æ n ʃ	
Lower Lozva Mansi		claw (nail)	2128	2128	kʷænʃ	29	kʷ æ n ʃ	
Pelymka Mansi		claw (nail)	2128	2128	kʷænʃ	29	kʷ æ n ʃ	
Konda Mansi		claw (nail)	2128	2128	kʷæns	29	kʷ æ n s	
Tavda Mansi		claw (nail)	2128	2128	kunʃ	29	k u n ʃ	
Vakh Khanty		claw (nail)	2128	2128	kœɳʧ	29	k œ ɳ tʃ	
Verkhne-Kalymsk Khanty		claw (nail)	2128	2128	kœɳʧ	29	k œ ɳ tʃ	
Vasjugan Khanty		claw (nail)	2128	2128	kœɳʧ	29	k œ ɳ tʃ	
Vartovskoje Khanty		claw (nail)	2128	2128	kœɳʧ	29	k œ ɳ tʃ	
Likrisovskoje Khanty		claw (nail)	2128	2128	kœɳʧ	29	k œ ɳ tʃ	
Malyj Jugan Khanty		claw (nail)	2128	2128	kœɳʧ	29	k œ ɳ tʃ	
Tremjugan Khanty		claw (nail)	2128	2128	kœɳʧ	29	k œ ɳ tʃ	
Jugan Khanty		claw (nail)	2128	2128	kœnʧ	29	k œ n tʃ	
Upper Demjanka Khanty		claw (nail)	2128	2128	konʧ	29	k o n tʃ	
Konda Khanty		claw (nail)	2128	2128	konʧ	29	k o n tʃ	
Nizjam Khanty		claw (nail)	2128	2128	kuʃ	29	k u ʃ	
Sherkaly Khanty		claw (nail)	2128	2128	kuʃ	29	k u ʃ	
Kazym Khanty		claw (nail)	2128	2128	kuʃ	29	k u ʃ	
Synja Khanty		claw (nail)	2128	2128	kuʃ	29	k u ʃ	
Obdorsk Khanty		claw (nail)	2128	2128	kuːs	29	k uː s	
North Mansi		cloud	1489	1489	tul	30	t u l	
Middle Lozva Mansi		cloud	1489	1489	tul	30	t u l	
Lower Lozva Mansi		cloud	1489	1489	tul	30	t u l	
Pelymka Mansi		cloud	1489	1489	tul	30	t u l	
Konda Mansi		cloud	1489	1489	tol	30	t o l	
Tavda Mansi		cloud	1489	1489	tul	30	t u l	
Vakh Khanty		cloud	1489	1489	peləŋ	31	p e l ə ŋ	
Verkhne-Kalymsk Khanty		cloud	1489	1489	peləŋ	31	p e l ə ŋ	
Vasjugan Khanty		cloud	1489	1489	peləŋ	31	p e l ə ŋ	
Vartovskoje Khanty		cloud	1489	1489	peɬəŋ	31	p e ɬ ə ŋ	
Likrisovskoje Khanty		cloud	1489	1489	peθəŋ	31	p e θ ə ŋ	
Malyj Jugan Khanty		cloud	1489	1489	peɬəŋ	31	p e ɬ ə ŋ	
Tremjugan Khanty		cloud	1489	1489	peɬəŋ	31	p e ɬ ə ŋ	
Jugan Khanty		cloud	1489	1489	peɬəŋ	31	p e ɬ ə ŋ	
Upper Demjanka Khanty		cloud	1489	1489	petəŋ	31	p e t ə ŋ	
Nizjam Khanty		cloud	1489	1489	patəŋ	31	p a t ə ŋ	
Sherkaly Khanty		cloud	1489	1489	patəŋ	31	p a t ə ŋ	
Kazym Khanty		cloud	1489	1489	paɬəŋ	31	p a ɬ ə ŋ	
Synja Khanty		cloud	1489	1489	paləŋ	31	p a l ə ŋ	
Obdorsk Khanty		cloud	1489	1489	pæləŋ	31	p æ l ə ŋ	
North Mansi		cold	1287	1287	asʲerəm	35	a sʲ e r ə m	
Middle Lozva Mansi		cold	1287	1287	æsʲerəm	35	æ sʲ e r ə m	
Lower Lozva Mansi		cold	1287	1287	æsʲerəm	35	æ sʲ e r ə m	
Pelymka Mansi		cold	1287	1287	æsʲərəm	35	æ sʲ ə r ə m	
Konda Mansi		cold	1287	1287	asʲərəm	35	a sʲ ə r ə m	
Tavda Mansi		cold	1287	1287	iʧirəm	35	i tʃ i r ə m	
Vakh Khanty		cold	1287	1287	etjəɣ	32	e t j ə ɣ	
Verkhne-Kalymsk Khanty		cold	1287	1287	etjəɣ	32	e t j ə ɣ	
Vasjugan Khanty		cold	1287	1287	etjəɣ	32	e t j ə ɣ	
Malyj Jugan Khanty		cold	1287	1287	ɬiːɬ	33	ɬ iː ɬ	
Tremjugan Khanty		cold	1287	1287	jæɣɬiː	34	j æ ɣ ɬ iː	
Jugan Khanty		cold	1287	1287	jæɣɬiː	34	j æ ɣ ɬ iː	
Upper Demjanka Khanty		cold	1287	1287	etjək	32	e t j ə k	
Konda Khanty		cold	1287	1287	etjək	32	e t j ə k	
Nizjam Khanty		cold	1287	1287	isjkə	32	i s j k ə	
Sherkaly Khanty		cold	1287	1287	isjkə	32	i s j k ə	
Kazym Khanty		cold	1287	1287	isjkiː	32	i s j k iː	
Synja Khanty		cold	1287	1287	isjkiː	32	i s j k iː	
Obdorsk Khanty		cold	1287	1287	isjkiː	32	i s j k iː	
North Mansi		come	1446	1446	jiw	36	j i w	
Middle Lozva Mansi		come	1446	1446	jiw	36	j i w	
Lower Lozva Mansi		come	1446	1446	iːw	36	iː w	
Pelymka Mansi		come	1446	1446	jiw	36	j i w	
Konda Mansi		come	1446	1446	jiw	36	j i w	
Tavda Mansi		come	1446	1446	jæːnt	36	j æː n t	
Vakh Khanty		come	1446	1446	jœ	36	j œ	
Vasjugan Khanty		come	1446	1446	jœ	36	j œ	
Likrisovskoje Khanty		come	1446	1446	jœ	36	j œ	
Malyj Jugan Khanty		come	1446	1446	jœ	36	j œ	
Tremjugan Khanty		come	1446	1446	jœ	36	j œ	
Jugan Khanty		come	1446	1446	jœ	36	j œ	
Upper Demjanka Khanty		come	1446	1446	je	36	j e	
Konda Khanty		come	1446	1446	je	36	j e	
Sherkaly Khanty		come	1446	1446	ji	36	j i	
Kazym Khanty		come	1446	1446	ji	36	j i	
Synja Khanty		come	1446	1446	ji	36	j i	
Obdorsk Khanty		come	1446	1446	jiː	36	j iː	
North Mansi		die	1494	1494	χɔːli	37	χ ɔː l i	
Middle Lozva Mansi		die	1494	1494	qɔli	37	q ɔ l i	
Lower Lozva Mansi		die	1494	1494	qɔːli	37	q ɔː l i	
Pelymka Mansi		die	1494	1494	qoːli	37	q oː l i	
Konda Mansi		die	1494	1494	qoːli	37	q oː l i	
Tavda Mansi		die	1494	1494	qɔlɔnt	37	q ɔ l ɔ n t	
Vakh Khanty		die	1494	1494	suːr	38	s uː r	
Verkhne-Kalymsk Khanty		die	1494	1494	suːr	38	s uː r	
Vasjugan Khanty		die	1494	1494	teːwərsæːɣjentæː	39	t eː w ə r s æː ɣ j e n t æː	
Vartovskoje Khanty		die	1494	1494	suːr	38	s uː r	
Likrisovskoje Khanty		die	1494	1494	suːr	38	s uː r	
Malyj Jugan Khanty		die	1494	1494	suːræːɬ	38	s uː r æː ɬ	
Tremjugan Khanty		die	1494	1494	suːræːɬ	38	s uː r æː ɬ	
Jugan Khanty		die	1494	1494	suːraːɬ	38	s uː r aː ɬ	
Upper Demjanka Khanty		die	1494	1494	suːraːt	38	s uː r aː t	
Konda Khanty		die	1494	1494	joːχaːt	40	j oː χ aː t	
Nizjam Khanty		die	1494	1494	toχaːt	41	t o χ aː t	
North Mansi		dog	2009	2009	aːmp	43	aː m p	
Middle Lozva Mansi		dog	2009	2009	oɔmp	43	o m p	
Lower Lozva Mansi		dog	2009	2009	ɔːmp	43	ɔː m p	
Pelymka Mansi		dog	2009	2009	oɔmp	43	o m p	
Konda Mansi		dog	2009	2009	oɔmp	43	o m p	
Tavda Mansi		dog	2009	2009	æːmp	43	æː m p	
Vakh Khanty		dog	2009	2009	æːmp	43	æː m p	
Vasjugan Khanty		dog	2009	2009	æːmp	43	æː m p	
Likrisovskoje Khanty		dog	2009	2009	æːmp	43	æː m p	
Malyj Jugan Khanty		dog	2009	2009	æːmp	43	æː m p	
Tremjugan Khanty		dog	2009	2009	æːmp	43	æː m p	
Jugan Khanty		dog	2009	2009	æːmp	43	æː m p	
Upper Demjanka Khanty		dog	2009	2009	æːmp	43	æː m p	
Konda Khanty		dog	2009	2009	æːmp	43	æː m p	
Nizjam Khanty		dog	2009	2009	aːmp	43	aː m p	
Kazym Khanty		dog	2009	2009	aːmp	43	aː m p	
Synja Khanty		dog	2009	2009	aːp	43	aː p	
Obdorsk Khanty		dog	2009	2009	æːmp	43	æː m p	
North Mansi		drink	1401	1401	aji	44	a j i	
Middle Lozva Mansi		drink	1401	1401	æji	44	æ j i	
Lower Lozva Mansi		drink	1401	1401	æji	44	æ j i	
Pelymka Mansi		drink	1401	1401	æji	44	æ j i	
Konda Mansi		drink	1401	1401	æji	44	æ j i	
Tavda Mansi		drink	1401	1401	æjænt	44	æ j æ n t	
Vakh Khanty		drink	1401	1401	liː	45	l iː	
Verkhne-Kalymsk Khanty		drink	1401	1401	jiː	45	j iː	
Vasjugan Khanty		drink	1401	1401	iː	45	iː	
Vartovskoje Khanty		drink	1401	1401	ɬiː	45	ɬ iː	
Likrisovskoje Khanty		drink	1401	1401	θiː	45	θ iː	
Malyj Jugan Khanty		drink	1401	1401	ɬiː	45	ɬ iː	
Tremjugan Khanty		drink	1401	1401	jeːɲtj	46	j eː ɲ t j	
Upper Demjanka Khanty		drink	1401	1401	jæːɲtj	46	j æː ɲ t j	
Konda Khanty		drink	1401	1401	jæːɲtj	46	j æː ɲ t j	
Nizjam Khanty		drink	1401	1401	jaːɲsj	46	j aː ɲ s j	
Sherkaly Khanty		drink	1401	1401	jaːɲsj	46	j aː ɲ s j	
Kazym Khanty		drink	1401	1401	jaːɲsj	46	j aː ɲ s j	
Synja Khanty		drink	1401	1401	jiɲsj	46	j i ɲ s j	
Obdorsk Khanty		drink	1401	1401	jeːɲsj	46	j eː ɲ s j	
North Mansi		dry	1398	1398	tɔːsəm	47	t ɔː s ə m	
Middle Lozva Mansi		dry	1398	1398	toːʃəm	47	t oː ʃ ə m	
Lower Lozva Mansi		dry	1398	1398	toːʃəm	47	t oː ʃ ə m	
Pelymka Mansi		dry	1398	1398	toːʃəm	47	t oː ʃ ə m	
Konda Mansi		dry	1398	1398	toːsəm	47	t oː s ə m	
Tavda Mansi		dry	1398	1398	tɔʃɔm	47	t ɔ ʃ ɔ m	
Vakh Khanty		dry	1398	1398	pæːntəm	48	p æː n t ə m	
Vasjugan Khanty		dry	1398	1398	pæːntəm	48	p æː n t ə m	
Tremjugan Khanty		dry	1398	1398	sɔːrəm	49	s ɔː r ə m	
Jugan Khanty		dry	1398	1398	sɔːrəm	49	s ɔː r ə m	
Upper Demjanka Khanty		dry	1398	1398	soːrəm	49	s oː r ə m	
Konda Khanty		dry	1398	1398	soːrəm	49	s oː r ə m	
Nizjam Khanty		dry	1398	1398	sɔːrəm	49	s ɔː r ə m	
Sherkaly Khanty		dry	1398	1398	sɔːrəm	49	s ɔː r ə m	
Kazym Khanty		dry	1398	1398	sɔːrəm	49	s ɔː r ə m	
Synja Khanty		dry	1398	1398	sɔːrəm	49	s ɔː r ə m	
Obdorsk Khanty		dry	1398	1398	saːrəm	49	s aː r ə m	
North Mansi		ear	1247	1247	paʎ	50	p a ʎ	
Middle Lozva Mansi		ear	1247	1247	pæʎ	50	p æ ʎ	
Lower Lozva Mansi		ear	1247	1247	pæʎ	50	p æ ʎ	
Pelymka Mansi		ear	1247	1247	pæʎ	50	p æ ʎ	
Konda Mansi		ear	1247	1247	pæʎ	50	p æ ʎ	
Tavda Mansi		ear	1247	1247	piʎ	50	p i ʎ	
Vakh Khanty		ear	1247	1247	pel	50	p e l	
Verkhne-Kalymsk Khanty		ear	1247	1247	pel	50	p e l	
Vasjugan Khanty		ear	1247	1247	pel	50	p e l	
Vartovskoje Khanty		ear	1247	1247	peɬ	50	p e ɬ	
Likrisovskoje Khanty		ear	1247	1247	peθ	50	p e θ	
Malyj Jugan Khanty		ear	1247	1247	peɬ	50	p e ɬ	
Tremjugan Khanty		ear	1247	1247	peɬ	50	p e ɬ	
Jugan Khanty		ear	1247	1247	peɬ	50	p e ɬ	
Upper Demjanka Khanty		ear	1247	1247	pet	50	p e t	
Konda Khanty		ear	1247	1247	pet	50	p e t	
Nizjam Khanty		ear	1247	1247	pat	50	p a t	
Sherkaly Khanty		ear	1247	1247	pat	50	p a t	
Kazym Khanty		ear	1247	1247	paɬ	50	p a ɬ	
Obdorsk Khanty		ear	1247	1247	pæl	50	p æ l	
North Mansi		earth	1228	1228	maː	51	m aː	
Middle Lozva Mansi		earth	1228	1228	məː	51	m əː	
Lower Lozva Mansi		earth	1228	1228	məː	51	m əː	
Pelymka Mansi		earth	1228	1228	məː	51	m əː	
Konda Mansi		earth	1228	1228	məː	51	m əː	
Tavda Mansi		earth	1228	1228	maː	51	m aː	
Vakh Khanty		earth	1228	1228	meɣ	51	m e ɣ	
