language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Duogu_Tujia		come	1446	1446	ẽ²¹+ʦi²¹	22	ẽ ∼ ²¹ ts i ²¹	
Dianfang_Tujia		come	1446	1446	ẽ²¹+ʦi²¹	22	ẽ ∼ ²¹ ts i ²¹	
Boluo_Tujia		come	1446	1446	ɣɨ²¹+dɨ⁵³	22	ɣ ɨ ²¹ d ɨ ⁵³	
Tanxi_Tujia		come	1446	1446	ʔɨ¹³+dɨ⁵⁵	22	ʔ ɨ ¹³ d ɨ ⁵⁵	
Tasha_Tujia		die	1494	1494	sɤ²⁴	23	s ɤ ²⁴	
Duogu_Tujia		die	1494	1494	se²⁴	23	s e ²⁴	
Dianfang_Tujia		die	1494	1494	se³⁵	23	s e ³⁵	
Boluo_Tujia		die	1494	1494	se²¹	23	s e ²¹	
Tanxi_Tujia		die	1494	1494	se²¹	23	s e ²¹	
Tasha_Tujia		dog	2009	2009	xa²¹+li̯ɛ²¹	24	x a ²¹ l j ɛ ²¹	
Duogu_Tujia		dog	2009	2009	xa⁵³+lie²¹	24	x a ⁵³ l i e ²¹	
Dianfang_Tujia		dog	2009	2009	xa⁵⁵+le²¹	24	x a ⁵⁵ l e ²¹	
Boluo_Tujia		dog	2009	2009	ʦʰe⁵³	25	tsʰ e ⁵³	
Tanxi_Tujia		dog	2009	2009	ʦʰe⁵⁵	25	tsʰ e ⁵⁵	
Tasha_Tujia		drink	1401	1401	xu²¹	26	x u ²¹	
Duogu_Tujia		drink	1401	1401	xu²¹	26	x u ²¹	
Dianfang_Tujia		drink	1401	1401	xu²¹	26	x u ²¹	
Boluo_Tujia		drink	1401	1401	ʣoʉ³³	27	dz o ʉ ³³	
Tanxi_Tujia		drink	1401	1401	ʣʉ³³	27	dz ʉ ³³	
Tasha_Tujia		dry	1398	1398	ka²¹	28	k a ²¹	
Duogu_Tujia		dry	1398	1398	a⁵³+ka²¹	28	a ⁵³ k a ²¹	
Dianfang_Tujia		dry	1398	1398	ka²¹	28	k a ²¹	
Boluo_Tujia		dry	1398	1398	go¹³	28	g o ¹³	
Tanxi_Tujia		dry	1398	1398	go⁵⁵	28	g o ⁵⁵	
Tasha_Tujia		ear	1247	1247	ɤŋ²¹+ʨʰi̯ɛ²⁴	29	ɤ ŋ ²¹ tɕʰ j ɛ ²⁴	
Duogu_Tujia		ear	1247	1247	ũ²¹+ʨʰie⁴⁴	29	ũ ∼ ²¹ tɕʰ i e ⁴⁴	
Dianfang_Tujia		ear	1247	1247	ẽ²¹+ʨʰe³⁵	29	ẽ ∼ ²¹ tɕʰ e ³⁵	
Boluo_Tujia		ear	1247	1247	ʦa²¹+po⁵³	30	ts a ²¹ p o ⁵³	
Tanxi_Tujia		ear	1247	1247	ʦã²¹+pʉ⁵⁵	30	ts ã ∼ ²¹ p ʉ ⁵⁵	
Tasha_Tujia		earth	1228	1228	zu̯ɔ²¹	31	z w ɔ ²¹	
Duogu_Tujia		earth	1228	1228	zo⁵³	31	z o ⁵³	
Dianfang_Tujia		earth	1228	1228	zo⁵⁵	31	z o ⁵⁵	
Boluo_Tujia		earth	1228	1228	za⁵³	31	z a ⁵³	
Tanxi_Tujia		earth	1228	1228	za⁵⁵	31	z a ⁵⁵	
Tasha_Tujia		eat	1336	1336	ka²⁴	32	k a ²⁴	
Duogu_Tujia		eat	1336	1336	ka²⁴	32	k a ²⁴	
Dianfang_Tujia		eat	1336	1336	ka³⁵	32	k a ³⁵	
Boluo_Tujia		eat	1336	1336	ɣɨe¹³	33	ɣ ɨ e ¹³	
Tanxi_Tujia		eat	1336	1336	ɣɨe³⁵	33	ɣ ɨ e ³⁵	
Tasha_Tujia		egg	744	744	a⁵⁵+li̯ɛ⁵⁵	34	a ⁵⁵ l j ɛ ⁵⁵	
Dianfang_Tujia		egg	744	744	a⁵⁵+le⁵⁵	34	a ⁵⁵ l e ⁵⁵	
Boluo_Tujia		egg	744	744	si²¹+ŋɨe²¹+a¹³+lɨe⁵³	34	s i ²¹ ŋ ɨ e ²¹ a ¹³ l ɨ e ⁵³	
Tanxi_Tujia		egg	744	744	ʔa²¹+le⁵⁵	34	ʔ a ²¹ l e ⁵⁵	
Tasha_Tujia		eye	1248	1248	lu̯ɔ²⁴+pu⁵⁵	35	l w ɔ ²⁴ p u ⁵⁵	
Duogu_Tujia		eye	1248	1248	lo²⁴+pu⁴⁴	35	l o ²⁴ p u ⁴⁴	
Dianfang_Tujia		eye	1248	1248	lo³⁵+pu³⁵	35	l o ³⁵ p u ³⁵	
Boluo_Tujia		eye	1248	1248	a²¹+la⁵³	35	a ²¹ l a ⁵³	
Tanxi_Tujia		eye	1248	1248	ʔa²¹+la⁵⁵	35	ʔ a ²¹ l a ⁵⁵	
Duogu_Tujia		far	1406	1406	ɣɨe²¹	152	ɣ ɨ e ²¹	
Dianfang_Tujia		far	1406	1406	ɣɨe²¹	152	ɣ ɨ e ²¹	
Boluo_Tujia		far	1406	1406	ɣoʉ²¹+i⁵³	153	ɣ o ʉ ²¹ i ⁵³	
Tanxi_Tujia		far	1406	1406	ʔʉ¹³+ji⁵⁵	153	ʔ ʉ ¹³ j i ⁵⁵	
Tasha_Tujia		feather	1201	1201	si²⁴+ka²¹	36	s i ²⁴ k a ²¹	
Duogu_Tujia		feather	1201	1201	ʨi²⁴+ka⁴⁴	36	tɕ i ²⁴ k a ⁴⁴	
Boluo_Tujia		feather	1201	1201	a³³+so³³	37	a ³³ s o ³³	
Tasha_Tujia		fire	221	221	mi²¹	38	m i ²¹	
Duogu_Tujia		fire	221	221	mi⁵³	38	m i ⁵³	
Dianfang_Tujia		fire	221	221	mi⁵⁵	38	m i ⁵⁵	
Boluo_Tujia		fire	221	221	mi⁵³	38	m i ⁵³	
Tanxi_Tujia		fire	221	221	mi⁵⁵	38	m i ⁵⁵	
Tasha_Tujia		fish	227	227	sɔŋ²⁴	39	s ɔ ŋ ²⁴	
Duogu_Tujia		fish	227	227	sũ²⁴	39	s ũ ∼ ²⁴	
Dianfang_Tujia		fish	227	227	sũ³⁵	39	s ũ ∼ ³⁵	
Boluo_Tujia		fish	227	227	si²¹+ŋe²¹	40	s i ²¹ ŋ e ²¹	
Tanxi_Tujia		fish	227	227	si²¹+ŋɨ²¹	40	s i ²¹ ŋ ɨ ²¹	
Tasha_Tujia		fly	1441	1441	za²⁴	41	z a ²⁴	
Duogu_Tujia		fly	1441	1441	za⁵³	41	z a ⁵³	
Dianfang_Tujia		fly	1441	1441	za⁵⁵	41	z a ⁵⁵	
Boluo_Tujia		fly	1441	1441	mu³³+ʥi³³	42	m u ³³ dʑ i ³³	
Tanxi_Tujia		fly	1441	1441	mu³³+ʣi³³	42	m u ³³ dz i ³³	
Tasha_Tujia		foot	1301	1301	ʨi²¹	43	tɕ i ²¹	
Duogu_Tujia		foot	1301	1301	ʨi²¹+pʰa²¹	43	tɕ i ²¹ pʰ a ²¹	
Dianfang_Tujia		foot	1301	1301	ʨi²¹	43	tɕ i ²¹	
Boluo_Tujia		foot	1301	1301	a³³+ʥi¹³	43	a ³³ dʑ i ¹³	
Tanxi_Tujia		foot	1301	1301	ʔa³³+ʥi³⁵	43	ʔ a ³³ dʑ i ³⁵	
Duogu_Tujia		full	1429	1429	mã⁵³	44	m ã ∼ ⁵³	
Dianfang_Tujia		full	1429	1429	mã⁵⁵	44	m ã ∼ ⁵⁵	
Boluo_Tujia		full	1429	1429	moʉ⁵³	44	m o ʉ ⁵³	
Tanxi_Tujia		full	1429	1429	mʉ³³	44	m ʉ ³³	
Tasha_Tujia		give	1447	1447	li̯ɛ²⁴	45	l j ɛ ²⁴	
Duogu_Tujia		give	1447	1447	lie²⁴	45	l i e ²⁴	
Dianfang_Tujia		give	1447	1447	le³⁵	45	l e ³⁵	
Boluo_Tujia		give	1447	1447	lie⁵³	45	l i e ⁵³	
Tanxi_Tujia		give	1447	1447	le⁵⁵	45	l e ⁵⁵	
Tasha_Tujia		good	1035	1035	ʦʰa²⁴	46	tsʰ a ²⁴	
Duogu_Tujia		good	1035	1035	ʦʰa²⁴	46	tsʰ a ²⁴	
Dianfang_Tujia		good	1035	1035	ʦʰa³⁵	46	tsʰ a ³⁵	
Boluo_Tujia		good	1035	1035	ʦʰo²¹	46	tsʰ o ²¹	
Tanxi_Tujia		good	1035	1035	ʦʰo³³	46	tsʰ o ³³	
Tasha_Tujia		green	1425	1425	ɕiŋ²⁴+ka⁵⁵	47	ɕ i ŋ ²⁴ k a ⁵⁵	
Duogu_Tujia		green	1425	1425	lu²¹+lu²¹+ti⁴⁴	48	l u ²¹ l u ²¹ t i ⁴⁴	
Dianfang_Tujia		green	1425	1425	lu³⁵+ka⁵⁵	48	l u ³⁵ k a ⁵⁵	
Boluo_Tujia		green	1425	1425	ɕi²¹	47	ɕ i ²¹	
Tanxi_Tujia		green	1425	1425	lu²¹	48	l u ²¹	
Tasha_Tujia		hair	1040	1040	sa²⁴+ʨʰi⁵⁵	49	s a ²⁴ tɕʰ i ⁵⁵	
Duogu_Tujia		hair	1040	1040	sa²⁴+ʨʰi⁴⁴	49	s a ²⁴ tɕʰ i ⁴⁴	
Dianfang_Tujia		hair	1040	1040	sa³⁵+ʨʰi⁵⁵	49	s a ³⁵ tɕʰ i ⁵⁵	
Boluo_Tujia		hair	1040	1040	a²¹+bo⁵³+a²¹+so²¹	49	a ²¹ b o ⁵³ a ²¹ s o ²¹	
Tanxi_Tujia		hair	1040	1040	ʔa²¹+so²¹	49	ʔ a ²¹ s o ²¹	
Tasha_Tujia		hand	1277	1277	ʨi̯ɛ²⁴	50	tɕ j ɛ ²⁴	
Duogu_Tujia		hand	1277	1277	ʨie²⁴	50	tɕ i e ²⁴	
Dianfang_Tujia		hand	1277	1277	ʨe³⁵	50	tɕ e ³⁵	
Boluo_Tujia		hand	1277	1277	a²¹+ʥie⁵³	50	a ²¹ dʑ i e ⁵³	
Tanxi_Tujia		hand	1277	1277	ʔa²¹+ʥe⁵⁵	50	ʔ a ²¹ dʑ e ⁵⁵	
Tasha_Tujia		head	1256	1256	kʰa⁵⁵+tʰa⁵⁵	51	kʰ a ⁵⁵ tʰ a ⁵⁵	
Duogu_Tujia		head	1256	1256	kʰo⁵³+pa⁵³	51	kʰ o ⁵³ p a ⁵³	
Dianfang_Tujia		head	1256	1256	kʰo⁵⁵+pa⁵⁵	51	kʰ o ⁵⁵ p a ⁵⁵	
Boluo_Tujia		head	1256	1256	a²¹+bo⁵³+bu²¹	52	a ²¹ b o ⁵³ b u ²¹	
Tanxi_Tujia		head	1256	1256	ʔa²¹+bo⁵⁵	52	ʔ a ²¹ b o ⁵⁵	
Tasha_Tujia		hear	1408	1408	ɕi²¹	53	ɕ i ²¹	
Duogu_Tujia		hear	1408	1408	zu²¹	54	z u ²¹	
Dianfang_Tujia		hear	1408	1408	zu²¹	54	z u ²¹	
Boluo_Tujia		hear	1408	1408	xo³³+zi³³	55	x o ³³ z i ³³	
Tanxi_Tujia		hear	1408	1408	ħo³³+zi³³	55	ħ o ³³ z i ³³	
Tasha_Tujia		heart	1223	1223	li⁵⁵+kʰu̯ɔ⁵⁵+lu̯ɔ⁵⁵	56	l i ⁵⁵ kʰ w ɔ ⁵⁵ l w ɔ ⁵⁵	
Duogu_Tujia		heart	1223	1223	li⁵³+kʰo⁴⁴+lo⁴⁴	56	l i ⁵³ kʰ o ⁴⁴ l o ⁴⁴	
Dianfang_Tujia		heart	1223	1223	li⁵⁵+kʰo⁵⁵+lo³⁵	56	l i ⁵⁵ kʰ o ⁵⁵ l o ³⁵	
Boluo_Tujia		heart	1223	1223	tu¹³+sẽ³³	57	t u ¹³ s ẽ ∼ ³³	
Tanxi_Tujia		heart	1223	1223	li²¹+ŋa²¹	56	l i ²¹ ŋ a ²¹	
Tasha_Tujia		heavy	1210	1210	tu²¹	154	t u ²¹	
Duogu_Tujia		heavy	1210	1210	tu⁵³	154	t u ⁵³	
Dianfang_Tujia		heavy	1210	1210	tu⁵⁵	154	t u ⁵⁵	
Boluo_Tujia		heavy	1210	1210	doʉ¹³	154	d o ʉ ¹³	
Tanxi_Tujia		heavy	1210	1210	dʉ³⁵	154	d ʉ ³⁵	
Tasha_Tujia		horn	1393	1393	kʰɤ²¹	58	kʰ ɤ ²¹	
Duogu_Tujia		horn	1393	1393	kʰɨe⁵³	58	kʰ ɨ e ⁵³	
Dianfang_Tujia		horn	1393	1393	kʰɨe⁵⁵	58	kʰ ɨ e ⁵⁵	
Boluo_Tujia		horn	1393	1393	a³³+kʰɨe³³	58	a ³³ kʰ ɨ e ³³	
Tanxi_Tujia		horn	1393	1393	ʔa³³+kʰɨe³³	58	ʔ a ³³ kʰ ɨ e ³³	
Tasha_Tujia		kill	1417	1417	pu²⁴	60	p u ²⁴	
Duogu_Tujia		kill	1417	1417	pu²⁴	60	p u ²⁴	
Dianfang_Tujia		kill	1417	1417	pu³⁵	60	p u ³⁵	
Boluo_Tujia		kill	1417	1417	ɣɨe¹³	61	ɣ ɨ e ¹³	
Tanxi_Tujia		kill	1417	1417	ʔɨ¹³	61	ʔ ɨ ¹³	
Duogu_Tujia		knee	1371	1371	ʨi²¹+tʰi²¹+kʰe⁵³+kai²⁴+kai²⁴	62	tɕ i ²¹ tʰ i ²¹ kʰ e ⁵³ k a i ²⁴ k a i ²⁴	
Dianfang_Tujia		knee	1371	1371	ʨi²¹+tʰi²¹+kʰɨe⁵⁵	62	tɕ i ²¹ tʰ i ²¹ kʰ ɨ e ⁵⁵	
Boluo_Tujia		knee	1371	1371	ʥi²¹+to²¹+ŋo¹³	63	dʑ i ²¹ t o ²¹ ŋ o ¹³	
Tanxi_Tujia		knee	1371	1371	ʔa²¹+ʥi³⁵+po³³+lo³³	64	ʔ a ²¹ dʑ i ³⁵ p o ³³ l o ³³	
Tasha_Tujia		know	1410	1410	xa²¹+zi²¹	65	x a ²¹ z i ²¹	
Duogu_Tujia		know	1410	1410	xau⁵³+ɕi⁴⁴	65	x a u ⁵³ ɕ i ⁴⁴	
Dianfang_Tujia		know	1410	1410	xau⁵⁵+ɕi³⁵	65	x a u ⁵⁵ ɕ i ³⁵	
Boluo_Tujia		know	1410	1410	ɕie⁵³	66	ɕ i e ⁵³	
Tanxi_Tujia		know	1410	1410	ɕe⁵⁵+ʦʰe⁵⁵	66	ɕ e ⁵⁵ tsʰ e ⁵⁵	
Tasha_Tujia		leaf	628	628	ɣɤ⁵⁵+tʰa⁵⁵	67	ɣ ɤ ⁵⁵ tʰ a ⁵⁵	
Duogu_Tujia		leaf	628	628	ɣɨe⁵³+tʰa⁵³	67	ɣ ɨ e ⁵³ tʰ a ⁵³	
Dianfang_Tujia		leaf	628	628	ɣɨe⁵⁵+tʰa⁵⁵	67	ɣ ɨ e ⁵⁵ tʰ a ⁵⁵	
Boluo_Tujia		leaf	628	628	a³³+ɣɨe³³	68	a ³³ ɣ ɨ e ³³	
Tanxi_Tujia		leaf	628	628	ʔa²¹+ɣɨe²¹	68	ʔ a ²¹ ɣ ɨ e ²¹	
Tasha_Tujia		lie	1411	1411	pʰɤ²¹	69	pʰ ɤ ²¹	
Duogu_Tujia		lie	1411	1411	nie²⁴+po⁴⁴	70	n i e ²⁴ p o ⁴⁴	
Boluo_Tujia		lie	1411	1411	kʰaʉ¹³	71	kʰ a ʉ ¹³	
Tasha_Tujia		liver	1224	1224	aŋ⁵⁵+a⁵⁵	72	a ŋ ⁵⁵ a ⁵⁵	
Duogu_Tujia		liver	1224	1224	a⁵³+ŋai⁴⁴	72	a ⁵³ ŋ a i ⁴⁴	
Dianfang_Tujia		liver	1224	1224	ã⁵⁵+ŋa⁵⁵	72	ã ∼ ⁵⁵ ŋ a ⁵⁵	
Tasha_Tujia		long	1203	1203	ɣɤ²¹	73	ɣ ɤ ²¹	
Duogu_Tujia		long	1203	1203	ɣɨe²¹	73	ɣ ɨ e ²¹	
Dianfang_Tujia		long	1203	1203	ɣɨe²¹	73	ɣ ɨ e ²¹	
Boluo_Tujia		long	1203	1203	ɣɨe¹³	73	ɣ ɨ e ¹³	
Tanxi_Tujia		long	1203	1203	ɣɨe³⁵	73	ɣ ɨ e ³⁵	
Tasha_Tujia		louse	1392	1392	si⁵⁵+si⁵⁵	74	s i ⁵⁵ s i ⁵⁵	
Duogu_Tujia		louse	1392	1392	si⁵³+si⁴⁴	74	s i ⁵³ s i ⁴⁴	
Dianfang_Tujia		louse	1392	1392	si⁵⁵+si⁵⁵	74	s i ⁵⁵ s i ⁵⁵	
Boluo_Tujia		louse	1392	1392	a²¹+si⁵³+lũ³³	74	a ²¹ s i ⁵³ l ũ ∼ ³³	
Tanxi_Tujia		louse	1392	1392	ʔa²¹+si⁵⁵	74	ʔ a ²¹ s i ⁵⁵	
Tasha_Tujia		man	1554	1554	ʦu̯ɔ⁵⁵+pa⁵⁵	75	ts w ɔ ⁵⁵ p a ⁵⁵	
Duogu_Tujia		man	1554	1554	no⁵³+pa⁴⁴+ʦe⁴⁴	75	n o ⁵³ p a ⁴⁴ ts e ⁴⁴	
Dianfang_Tujia		man	1554	1554	no⁵⁵+pa⁵⁵	75	n o ⁵⁵ p a ⁵⁵	
Boluo_Tujia		man	1554	1554	a²¹+ko²¹+bie²¹	76	a ²¹ k o ²¹ b i e ²¹	
Tanxi_Tujia		man	1554	1554	ʔa²¹+ko²¹+be²¹+ŋɨ²¹	76	ʔ a ²¹ k o ²¹ b e ²¹ ŋ ɨ ²¹	
Tasha_Tujia		many	1198	1198	zi²¹	77	z i ²¹	
Duogu_Tujia		many	1198	1198	zi²¹	77	z i ²¹	
Dianfang_Tujia		many	1198	1198	zi²¹	77	z i ²¹	
Boluo_Tujia		many	1198	1198	zi⁴⁵	77	z i ⁴⁵	
Tanxi_Tujia		many	1198	1198	zi³⁵	77	z i ³⁵	
Tasha_Tujia		meat	634	634	si²¹	78	s i ²¹	
Duogu_Tujia		meat	634	634	si²¹	78	s i ²¹	
Dianfang_Tujia		meat	634	634	si²¹	78	s i ²¹	
Boluo_Tujia		meat	634	634	si¹³	78	s i ¹³	
Tanxi_Tujia		meat	634	634	si³⁵	78	s i ³⁵	
Tasha_Tujia		moon	1313	1313	su²¹+su²¹	79	s u ²¹ s u ²¹	
Duogu_Tujia		moon	1313	1313	su²¹+su²¹+kʰa²¹+ʨi̯e⁴⁴	79	s u ²¹ s u ²¹ kʰ a ²¹ tɕ j e ⁴⁴	
Dianfang_Tujia		moon	1313	1313	su²¹+su²¹	79	s u ²¹ s u ²¹	
Tanxi_Tujia		moon	1313	1313	lo³⁵+ɕi⁵⁵+dʉ³⁵	80	l o ³⁵ ɕ i ⁵⁵ d ʉ ³⁵	
Tasha_Tujia		mountain	639	639	kʰu⁵⁵+li̯ɛ⁵⁵	81	kʰ u ⁵⁵ l j ɛ ⁵⁵	
Duogu_Tujia		mountain	639	639	kʰu⁵³+ʦa⁵³	81	kʰ u ⁵³ ts a ⁵³	
Dianfang_Tujia		mountain	639	639	kʰu⁵⁵+ʦa⁵⁵	81	kʰ u ⁵⁵ ts a ⁵⁵	
Boluo_Tujia		mountain	639	639	za⁵³+kʰa²¹	82	z a ⁵³ kʰ a ²¹	
Tanxi_Tujia		mountain	639	639	za⁵⁵	82	z a ⁵⁵	
Tasha_Tujia		mouth	674	674	ʦa²⁴+ʨʰi⁵⁵	83	ts a ²⁴ tɕʰ i ⁵⁵	
Duogu_Tujia		mouth	674	674	ʦa²⁴+ʨʰi⁴⁴	83	ts a ²⁴ tɕʰ i ⁴⁴	
Dianfang_Tujia		mouth	674	674	ʦa³⁵+ʨʰi⁵⁵	83	ts a ³⁵ tɕʰ i ⁵⁵	
Boluo_Tujia		mouth	674	674	a²¹+ze²¹	84	a ²¹ z e ²¹	
Tanxi_Tujia		mouth	674	674	ʔa²¹+ze²¹	84	ʔ a ²¹ z e ²¹	
Boluo_Tujia		name	1405	1405	nioʉ³³	85	n i o ʉ ³³	
Tanxi_Tujia		name	1405	1405	niʉ³⁵+bo²¹	85	n i ʉ ³⁵ b o ²¹	
Duogu_Tujia		near	1942	1942	ʦũ⁵³	155	ts ũ ∼ ⁵³	
