language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Shenyang		abacus	2489	2489	suan⁴¹pʰan³⁵	575	s u a n ⁴¹ pʰ a n ³⁵	
Xian		abacus	2489	2489	suæ̃⁴⁵pʰæ̃⁰	575	s u æ̃ ∼ ⁴⁵ pʰ æ̃ ∼ ⁰	
Chengdu		abacus	2489	2489	suan¹³pʰan³¹	575	s u a n ¹³ pʰ a n ³¹	
Kunming		abacus	2489	2489	suã¹³pʰã³¹	575	s u ã ∼ ¹³ pʰ ã ∼ ³¹	
Hefei		abacus	2489	2489	sʊ̃⁵³pʰʊ̃⁵⁵	575	s ʊ̃ ∼ ⁵³ pʰ ʊ̃ ∼ ⁵⁵	
Yangzhou		abacus	2489	2489	sõ⁵⁵pʰõ³⁴	575	s õ ∼ ⁵⁵ pʰ õ ∼ ³⁴	
Suzhou		abacus	2489	2489	sø⁵¹³₄₄bø²⁴₂₁	575	s ø ⁵¹³ b ø ²⁴	
Wenzhou		abacus	2489	2489	sø⁴²bø³¹	575	s ø ⁴² b ø ³¹	
Changsha		abacus	2489	2489	sõ⁵⁵põ¹³	575	s õ ∼ ⁵⁵ p õ ∼ ¹³	
Nanchang		abacus	2489	2489	sɔn⁵⁵pʰɔn²⁴	575	s ɔ n ⁵⁵ pʰ ɔ n ²⁴	
Meixian		abacus	2489	2489	sɔn⁴²pʰan¹²	575	s ɔ n ⁴² pʰ a n ¹²	
Guangzhou		abacus	2489	2489	ʃyn³³pʰun²¹	575	ʃ y n ³³ pʰ u n ²¹	
Yangjiang		abacus	2489	2489	ɬun²⁴pʰun⁴⁴³	575	ɬ u n ²⁴ pʰ u n ⁴⁴³	
Xiamen		abacus	2489	2489	sῃ¹¹₅₁pũã²⁴	575	s ŋ̍ ¹¹ p ũ ã ∼ ²⁴	
Chaozhou		abacus	2489	2489	sɯŋ²¹³₅₃pũã⁵⁵	575	s ɯ ŋ ²¹³ p ũ ã ∼ ⁵⁵	
Fuzhou		abacus	2489	2489	souŋ²¹³₄₄muaŋ⁵²	575	s o u ŋ ²¹³ m u a ŋ ⁵²	
Beijing		all	98	98	tou⁵⁵	432	t o u ⁵⁵	
Beijing		all	98	98	tɕʰyan³⁵	433	tɕʰ y a n ³⁵	
Jinan		all	98	98	tou²¹³	432	t o u ²¹³	
Shenyang		all	98	98	tou³³	432	t o u ³³	
Xian		all	98	98	tou²¹	432	t o u ²¹	
Chengdu		all	98	98	təu⁴⁴	432	t ə u ⁴⁴	
Kunming		all	98	98	tu⁴⁴	432	t u ⁴⁴	
Hefei		all	98	98	tu²¹²	432	t u ²¹²	
Yangzhou		all	98	98	tu³¹	432	t u ³¹	
Suzhou		all	98	98	zɛ²⁴	434	z ɛ ²⁴	
Wenzhou		all	98	98	o²³	435	o ²³	
Changsha		all	98	98	xa²¹	436	x a ²¹	
Nanchang		all	98	98	tu⁴²	432	t u ⁴²	
Meixian		all	98	98	tu⁴⁴	432	t u ⁴⁴	
Guangzhou		all	98	98	ʃai³³	437	ʃ a i ³³	
Yangjiang		all	98	98	tou³³	432	t o u ³³	
Chaozhou		all	98	98	tai³⁵₂₁ke³³	628	t a i ³⁵ k e ³³	
Xiamen		all	98	98	lɔŋ⁵¹₅₅	105	l ɔ ŋ ⁵¹	
Chaozhou		all	98	98	loŋ⁵³	105	l o ŋ ⁵³	
Fuzhou		all	98	98	tu⁴⁴	432	t u ⁴⁴	
Beijing		all	98	98	ta⁵¹xuor²¹⁴	625	t a ⁵¹ x u o r ²¹⁴	
Jinan		all	98	98	ta²¹xuər⁵⁵	625	t a ²¹ x u ə r ⁵⁵	
Shenyang		all	98	98	ta⁴¹xuər²¹³	625	t a ⁴¹ x u ə r ²¹³	
Xian		all	98	98	tɑ⁴⁵tɕiɑ⁰	628	t ɑ ⁴⁵ tɕ i ɑ ⁰	
Chengdu		all	98	98	ta¹³tɕia⁴⁴	628	t a ¹³ tɕ i a ⁴⁴	
Kunming		all	98	98	ta¹³tɕia⁴⁴	628	t a ¹³ tɕ i a ⁴⁴	
Hefei		all	98	98	ta⁵³tɕia²¹²	628	t a ⁵³ tɕ i a ²¹²	
Yangzhou		all	98	98	tɑ⁵⁵kɑ⁰	628	t ɑ ⁵⁵ k ɑ ⁰	
Suzhou		all	98	98	dɒ³¹₂₂kɒ⁴⁴	628	d ɒ ³¹ k ɒ ⁴⁴	
Wenzhou		all	98	98	da¹¹ko⁴⁴naŋ⁰	629	d a ¹¹ k o ⁴⁴ n a ŋ ⁰	
Changsha		all	98	98	tai²¹ka³³	628	t a i ²¹ k a ³³	
Nanchang		all	98	98	tʰai³¹ka⁴²	628	tʰ a i ³¹ k a ⁴²	
Nanchang		all	98	98	tʰai³¹kan⁰	626	tʰ a i ³¹ k a n ⁰	
Meixian		all	98	98	tsʰɛ¹²ka⁴⁴	246	tsʰ ɛ ¹² k a ⁴⁴	
Guangzhou		all	98	98	tai²²ka⁵³	628	t a i ²² k a ⁵³	
Guangzhou		all	98	98	tai²²tʃʊŋ³³	627	t a i ²² tʃ ʊ ŋ ³³	
Yangjiang		all	98	98	tai⁴⁵⁴ka³³	628	t a i ⁴⁵⁴ k a ³³	
Xiamen		all	98	98	tai³³₁₁ke³³	628	t a i ³³ k e ³³	
Fuzhou		all	98	98	tai²⁴²₄₄a⁴⁴nøyŋ⁵²	629	t a i ²⁴² a ⁴⁴ n ø y ŋ ⁵²	
Fuzhou		all	98	98	kɔʔ²³₃₁nøyŋ⁵²	247	k ɔ ʔ ²³ n ø y ŋ ⁵²	
Beijing		bad	1292	1292	xuai⁵¹	157	x u a i ⁵¹	
Beijing		bad	1292	1292	lai⁵¹	158	l a i ⁵¹	
Jinan		bad	1292	1292	xuɛ²¹	157	x u ɛ ²¹	
Jinan		bad	1292	1292	nɔ²¹³	159	n ɔ ²¹³	
Shenyang		bad	1292	1292	xuai⁴¹	157	x u a i ⁴¹	
Xian		bad	1292	1292	xuæ⁴³	157	x u æ ⁴³	
Xian		bad	1292	1292	xɑ²¹	160	x ɑ ²¹	
Chengdu		bad	1292	1292	xuai¹³	157	x u a i ¹³	
Kunming		bad	1292	1292	xuɛ¹³	157	x u ɛ ¹³	
Hefei		bad	1292	1292	xuɛ⁵³	157	x u ɛ ⁵³	
Yangzhou		bad	1292	1292	xuɛ⁵⁵	157	x u ɛ ⁵⁵	
Suzhou		bad	1292	1292	uɒ⁵¹³	157	u ɒ ⁵¹³	
Suzhou		bad	1292	1292	tɕʰiʏ⁴⁴	161	tɕʰ i ʏ ⁴⁴	
Wenzhou		bad	1292	1292	mɜ³¹	162	m ɜ ³¹	
Changsha		bad	1292	1292	fai²¹	157	f a i ²¹	
Nanchang		bad	1292	1292	fai³¹	157	f a i ³¹	
Meixian		bad	1292	1292	fai⁴²	157	f a i ⁴²	
Guangzhou		bad	1292	1292	wai²²	157	w a i ²²	
Yangjiang		bad	1292	1292	wai⁴⁵⁴	157	w a i ⁴⁵⁴	
Xiamen		bad	1292	1292	pʰãĩ⁵¹	163	pʰ ã ĩ ∼ ⁵¹	
Xiamen		bad	1292	1292	mãĩ⁵¹	164	m ã ĩ ∼ ⁵¹	
Chaozhou		bad	1292	1292	hai¹¹	165	h a i ¹¹	
Fuzhou		bad	1292	1292	pʰai³¹	163	pʰ a i ³¹	
Fuzhou		bad	1292	1292	ŋai⁵²	166	ŋ a i ⁵²	
Beijing		big	1202	1202	ta⁵¹	53	t a ⁵¹	
Jinan		big	1202	1202	ta²¹	53	t a ²¹	
Shenyang		big	1202	1202	ta⁴¹	53	t a ⁴¹	
Xian		big	1202	1202	tɑ⁴⁵	53	t ɑ ⁴⁵	
Chengdu		big	1202	1202	ta¹³	53	t a ¹³	
Kunming		big	1202	1202	ta¹³	53	t a ¹³	
Hefei		big	1202	1202	ta⁵³	53	t a ⁵³	
Yangzhou		big	1202	1202	tɑ⁵⁵	53	t ɑ ⁵⁵	
Suzhou		big	1202	1202	dəu³¹	53	d ə u ³¹	
Wenzhou		big	1202	1202	du¹¹	53	d u ¹¹	
Changsha		big	1202	1202	tai²¹	53	t a i ²¹	
Nanchang		big	1202	1202	tʰai³¹	53	tʰ a i ³¹	
Meixian		big	1202	1202	tʰai⁴²	53	tʰ a i ⁴²	
Guangzhou		big	1202	1202	tai²²	53	t a i ²²	
Yangjiang		big	1202	1202	tai⁴⁵⁴	53	t a i ⁴⁵⁴	
Xiamen		big	1202	1202	tua³³	53	t u a ³³	
Chaozhou		big	1202	1202	tua¹¹	53	t u a ¹¹	
Fuzhou		big	1202	1202	tuai²⁴²	53	t u a i ²⁴²	
Beijing		black	163	163	xei⁵⁵	91	x e i ⁵⁵	
Jinan		black	163	163	xei²¹³	91	x e i ²¹³	
Shenyang		black	163	163	xei³³	91	x e i ³³	
Xian		black	163	163	xei²¹	91	x e i ²¹	
Chengdu		black	163	163	xe³¹	91	x e ³¹	
Kunming		black	163	163	xə³¹	91	x ə ³¹	
Hefei		black	163	163	xɐʔ⁴	91	x ɐ ʔ ⁴	
Yangzhou		black	163	163	xəʔ⁴	91	x ə ʔ ⁴	
Suzhou		black	163	163	hɤʔ⁴	91	h ɤ ʔ ⁴	
Wenzhou		black	163	163	hɛ²³	91	h ɛ ²³	
Changsha		black	163	163	xə²⁴	91	x ə ²⁴	
Nanchang		black	163	163	hɛt⁵	91	h ɛ t ⁵	
Nanchang		black	163	163	u⁴²	92	u ⁴²	
Meixian		black	163	163	vu⁴⁴	92	v u ⁴⁴	
Guangzhou		black	163	163	hɐk⁵	91	h ɐ k ⁵	
Yangjiang		black	163	163	hɐk²⁴	91	h ɐ k ²⁴	
Xiamen		black	163	163	ɔ⁵⁵	92	ɔ ⁵⁵	
Chaozhou		black	163	163	ou³³	92	o u ³³	
Fuzhou		black	163	163	u⁴⁴	92	u ⁴⁴	
Beijing		cold (of temperature)	2483	2483	liaŋ³⁵	170	l i a ŋ ³⁵	
Jinan		cold (of temperature)	2483	2483	liaŋ⁴²	170	l i a ŋ ⁴²	
Shenyang		cold (of temperature)	2483	2483	liaŋ³⁵	170	l i a ŋ ³⁵	
Xian		cold (of temperature)	2483	2483	liɑŋ²⁴	170	l i ɑ ŋ ²⁴	
Chengdu		cold (of temperature)	2483	2483	niaŋ³¹	170	n i a ŋ ³¹	
Kunming		cold (of temperature)	2483	2483	liã³¹	170	l i ã ∼ ³¹	
Hefei		cold (of temperature)	2483	2483	nən²⁴	171	n ə n ²⁴	
Yangzhou		cold (of temperature)	2483	2483	liɑŋ³⁴	170	l i ɑ ŋ ³⁴	
Suzhou		cold (of temperature)	2483	2483	laŋ³¹	171	l a ŋ ³¹	
Wenzhou		cold (of temperature)	2483	2483	li³¹	170	l i ³¹	
Changsha		cold (of temperature)	2483	2483	lian¹³	170	l i a n ¹³	
Nanchang		cold (of temperature)	2483	2483	liɔŋ⁵⁵	170	l i ɔ ŋ ⁵⁵	
Meixian		cold (of temperature)	2483	2483	laŋ⁴⁴	171	l a ŋ ⁴⁴	
Guangzhou		cold (of temperature)	2483	2483	lœŋ²¹	170	l œ ŋ ²¹	
Yangjiang		cold (of temperature)	2483	2483	liɛŋ⁴⁴³	170	l i ɛ ŋ ⁴⁴³	
Xiamen		cold (of temperature)	2483	2483	tsʰin¹¹	172	tsʰ i n ¹¹	
Chaozhou		cold (of temperature)	2483	2483	tsʰiŋ²¹³	172	tsʰ i ŋ ²¹³	
Fuzhou		cold (of temperature)	2483	2483	tsʰeiŋ²¹³	172	tsʰ e i ŋ ²¹³	
Beijing		dark	706	706	xei⁵⁵	88	x e i ⁵⁵	
Jinan		dark	706	706	xei²¹³	88	x e i ²¹³	
Jinan		dark	706	706	ŋæ̃²¹	90	ŋ æ̃ ∼ ²¹	
Shenyang		dark	706	706	an⁴¹	90	a n ⁴¹	
Xian		dark	706	706	ŋæ̃⁴⁵	90	ŋ æ̃ ∼ ⁴⁵	
Chengdu		dark	706	706	xe³¹	88	x e ³¹	
Kunming		dark	706	706	xə³¹	88	x ə ³¹	
Hefei		dark	706	706	xɐʔ⁴	88	x ɐ ʔ ⁴	
Yangzhou		dark	706	706	ɛ̃⁵⁵	90	ɛ̃ ∼ ⁵⁵	
Yangzhou		dark	706	706	xəʔ⁴	88	x ə ʔ ⁴	
Suzhou		dark	706	706	ø⁵¹³	90	ø ⁵¹³	
Suzhou		dark	706	706	hɤʔ⁴	88	h ɤ ʔ ⁴	
Wenzhou		dark	706	706	ø¹²	90	ø ¹²	
Changsha		dark	706	706	ŋan⁵⁵	90	ŋ a n ⁵⁵	
Nanchang		dark	706	706	ŋɔn⁵⁵	90	ŋ ɔ n ⁵⁵	
Meixian		dark	706	706	am⁴²	90	a m ⁴²	
Guangzhou		dark	706	706	hɐk⁵	88	h ɐ k ⁵	
Yangjiang		dark	706	706	ɐm²⁴	90	ɐ m ²⁴	
Xiamen		dark	706	706	am¹¹	90	a m ¹¹	
Chaozhou		dark	706	706	am²¹³	90	a m ²¹³	
Fuzhou		dark	706	706	aŋ²¹³	90	a ŋ ²¹³	
Beijing		dirty	1230	1230	tsaŋ⁵⁵	120	ts a ŋ ⁵⁵	
Jinan		dirty	1230	1230	tsaŋ²¹³	120	ts a ŋ ²¹³	
Shenyang		dirty	1230	1230	mai³⁵tʰai⁰	122	m a i ³⁵ tʰ a i ⁰	
Xian		dirty	1230	1230	ŋɑŋ²¹tsɑŋ⁰	123	ŋ ɑ ŋ ²¹ ts ɑ ŋ ⁰	
Xian		dirty	1230	1230	tsɑŋ²¹ɕi⁰	121	ts ɑ ŋ ²¹ ɕ i ⁰	
Chengdu		dirty	1230	1230	o³¹tsʰo³¹₄₄	124	o ³¹ tsʰ o ³¹	
Chengdu		dirty	1230	1230	tsaŋ⁴⁴	120	ts a ŋ ⁴⁴	
Kunming		dirty	1230	1230	tsã⁴⁴	120	ts ã ∼ ⁴⁴	
Hefei		dirty	1230	1230	tsɑ̃²¹²	120	ts ɑ̃ ∼ ²¹²	
Hefei		dirty	1230	1230	ʂəʔ⁴nəŋ⁰	125	ʂ ə ʔ ⁴ n ə ŋ ⁰	
Yangzhou		dirty	1230	1230	tsɑŋ³¹	120	ts ɑ ŋ ³¹	
Yangzhou		dirty	1230	1230	u³¹tsɔ⁰	126	u ³¹ ts ɔ ⁰	
Suzhou		dirty	1230	1230	oʔ⁴tsʰoʔ⁴	124	o ʔ ⁴ tsʰ o ʔ ⁴	
Wenzhou		dirty	1230	1230	ɜ⁴⁴tsɜ⁴⁴	127	ɜ ⁴⁴ ts ɜ ⁴⁴	
Changsha		dirty	1230	1230	la²⁴tʰa⁰	128	l a ²⁴ tʰ a ⁰	
Nanchang		dirty	1230	1230	ŋa⁴²tsa⁴²	129	ŋ a ⁴² ts a ⁴²	
Meixian		dirty	1230	1230	ɛu⁴²nɛu⁴²	130	ɛ u ⁴² n ɛ u ⁴²	
Meixian		dirty	1230	1230	ɔ⁴⁴tsɔ⁴⁴	132	ɔ ⁴⁴ ts ɔ ⁴⁴	
Guangzhou		dirty	1230	1230	wu⁵³tʃou⁵³	126	w u ⁵³ tʃ o u ⁵³	
Guangzhou		dirty	1230	1230	la²³tʃa³⁵	133	l a ²³ tʃ a ³⁵	
Yangjiang		dirty	1230	1230	ʃɐt²⁴jɐn²¹	134	ʃ ɐ t ²⁴ j ɐ n ²¹	
Yangjiang		dirty	1230	1230	wu³³tʃou³³	126	w u ³³ tʃ o u ³³	
Xiamen		dirty	1230	1230	lau²⁴₃₃siɔŋ²⁴	135	l a u ²⁴ s i ɔ ŋ ²⁴	
Xiamen		dirty	1230	1230	lap³²₅sap³²	136	l a p ³² s a p ³²	
Xiamen		dirty	1230	1230	am⁵⁵₃₃tsam⁵⁵	138	a m ⁵⁵ ts a m ⁵⁵	
Chaozhou		dirty	1230	1230	laʔ²¹₃sap²¹	136	l a ʔ ²¹ s a p ²¹	
Chaozhou		dirty	1230	1230	tsʰi³³₂₃i⁵⁵	139	tsʰ i ³³ i ⁵⁵	
Fuzhou		dirty	1230	1230	na⁴⁴zia⁴⁴	140	n a ⁴⁴ z i a ⁴⁴	
Fuzhou		dirty	1230	1230	ei²⁴²	141	e i ²⁴²	
Beijing		dry	1398	1398	kan⁵⁵	96	k a n ⁵⁵	
Jinan		dry	1398	1398	kæ̃²¹³	96	k æ̃ ∼ ²¹³	
Shenyang		dry	1398	1398	kan³³	96	k a n ³³	
Xian		dry	1398	1398	kæ̃²¹	96	k æ̃ ∼ ²¹	
Chengdu		dry	1398	1398	kan⁴⁴	96	k a n ⁴⁴	
Kunming		dry	1398	1398	kã⁴⁴	96	k ã ∼ ⁴⁴	
Hefei		dry	1398	1398	kæ̃²¹²	96	k æ̃ ∼ ²¹²	
Yangzhou		dry	1398	1398	kɛ̃³¹	96	k ɛ̃ ∼ ³¹	
Suzhou		dry	1398	1398	kø⁴⁴	96	k ø ⁴⁴	
Wenzhou		dry	1398	1398	ky⁴⁴	96	k y ⁴⁴	
Changsha		dry	1398	1398	kan³³	96	k a n ³³	
Nanchang		dry	1398	1398	kɔn⁴²	96	k ɔ n ⁴²	
Meixian		dry	1398	1398	kɔn⁴⁴	96	k ɔ n ⁴⁴	
Guangzhou		dry	1398	1398	kɔn⁵³	96	k ɔ n ⁵³	
Yangjiang		dry	1398	1398	tʃau³³	97	tʃ a u ³³	
Xiamen		dry	1398	1398	ta⁵⁵	98	t a ⁵⁵	
Xiamen		dry	1398	1398	kan⁵⁵	96	k a n ⁵⁵	
Chaozhou		dry	1398	1398	ta³³	98	t a ³³	
Fuzhou		dry	1398	1398	ta⁴⁴	98	t a ⁴⁴	
Fuzhou		dry	1398	1398	kaŋ⁴⁴	96	k a ŋ ⁴⁴	
Beijing		early	672	672	tsau²¹⁴	144	ts a u ²¹⁴	
Jinan		early	672	672	tsɔ⁵⁵	144	ts ɔ ⁵⁵	
Shenyang		early	672	672	tsau²¹³	144	ts a u ²¹³	
Xian		early	672	672	tsɑu⁵³	144	ts ɑ u ⁵³	
Chengdu		early	672	672	tsau⁵³	144	ts a u ⁵³	
Kunming		early	672	672	tsau⁵³	144	ts a u ⁵³	
Hefei		early	672	672	tsɔ²⁴	144	ts ɔ ²⁴	
Yangzhou		early	672	672	tsɔ⁴²	144	ts ɔ ⁴²	
Suzhou		early	672	672	tsæ⁴¹	144	ts æ ⁴¹	
Wenzhou		early	672	672	tsɜ⁴⁵	144	ts ɜ ⁴⁵	
Changsha		early	672	672	tsau⁴¹	144	ts a u ⁴¹	
Nanchang		early	672	672	tsau²¹³	144	ts a u ²¹³	
Meixian		early	672	672	tsau³¹	144	ts a u ³¹	
Guangzhou		early	672	672	tʃou³⁵	144	tʃ o u ³⁵	
Yangjiang		early	672	672	tʃou²¹	144	tʃ o u ²¹	
Xiamen		early	672	672	tsa⁵¹	144	ts a ⁵¹	
Chaozhou		early	672	672	tsa⁵³	144	ts a ⁵³	
Fuzhou		early	672	672	tsa³¹	144	ts a ³¹	
Beijing		full	1429	1429	man²¹⁴	78	m a n ²¹⁴	
Jinan		full	1429	1429	mæ̃⁵⁵	78	m æ̃ ∼ ⁵⁵	
Shenyang		full	1429	1429	man²¹³	78	m a n ²¹³	
Xian		full	1429	1429	mæ̃⁵³	78	m æ̃ ∼ ⁵³	
Chengdu		full	1429	1429	man⁵³	78	m a n ⁵³	
Kunming		full	1429	1429	mã⁵³	78	m ã ∼ ⁵³	
Hefei		full	1429	1429	mʊ̃²⁴	78	m ʊ̃ ∼ ²⁴	
Yangzhou		full	1429	1429	mõ⁴²	78	m õ ∼ ⁴²	
Suzhou		full	1429	1429	mø³¹	78	m ø ³¹	
Wenzhou		full	1429	1429	mø²⁴	78	m ø ²⁴	
Changsha		full	1429	1429	mõ⁴¹	78	m õ ∼ ⁴¹	
Nanchang		full	1429	1429	mɔn²¹³	78	m ɔ n ²¹³	
Meixian		full	1429	1429	man⁴⁴	78	m a n ⁴⁴	
Guangzhou		full	1429	1429	mun²³	78	m u n ²³	
Yangjiang		full	1429	1429	mei²⁴	79	m e i ²⁴	
Xiamen		full	1429	1429	mũã⁵¹	78	m ũ ã ∼ ⁵¹	
Chaozhou		full	1429	1429	mũã⁵³	78	m ũ ã ∼ ⁵³	
Chaozhou		full	1429	1429	tĩ³⁵	80	t ĩ ∼ ³⁵	
Fuzhou		full	1429	1429	paʔ⁴	81	p a ʔ ⁴	
Beijing		good	1035	1035	xau²¹⁴	148	x a u ²¹⁴	
Jinan		good	1035	1035	xɔ⁵⁵	148	x ɔ ⁵⁵	
Jinan		good	1035	1035	tɕʰiaŋ⁴²	149	tɕʰ i a ŋ ⁴²	
Shenyang		good	1035	1035	xau²¹³	148	x a u ²¹³	
Xian		good	1035	1035	xɑn⁵³	148	x ɑ n ⁵³	
Xian		good	1035	1035	liɑu²⁴	150	l i ɑ u ²⁴	
Chengdu		good	1035	1035	xau⁵³	148	x a u ⁵³	
Kunming		good	1035	1035	xau⁵³	148	x a u ⁵³	
Hefei		good	1035	1035	xɔ²⁴	148	x ɔ ²⁴	
Yangzhou		good	1035	1035	xɔ⁴²	148	x ɔ ⁴²	
Suzhou		good	1035	1035	hæ⁴¹	148	h æ ⁴¹	
Suzhou		good	1035	1035	lin²⁴	151	l i n ²⁴	
Suzhou		good	1035	1035	tsɛ⁵¹³	152	ts ɛ ⁵¹³	
Wenzhou		good	1035	1035	hɜ⁴⁵	148	h ɜ ⁴⁵	
Changsha		good	1035	1035	xau⁴¹	148	x a u ⁴¹	
Nanchang		good	1035	1035	hau²¹³	148	h a u ²¹³	
Meixian		good	1035	1035	hau³¹	148	h a u ³¹	
Meixian		good	1035	1035	tsan³¹	153	ts a n ³¹	
Guangzhou		good	1035	1035	hou³⁵	148	h o u ³⁵	
Yangjiang		good	1035	1035	hou²¹	148	h o u ²¹	
Xiamen		good	1035	1035	ho⁵¹	148	h o ⁵¹	
Chaozhou		good	1035	1035	ho⁵³	148	h o ⁵³	
Fuzhou		good	1035	1035	xɔ³¹	148	x ɔ ³¹	
Suzhou		hard	1884	1884	ŋaŋ³¹	700	ŋ a ŋ ³¹	
Beijing		hard	1884	1884	iŋ⁵¹	700	i ŋ ⁵¹	
Jinan		hard	1884	1884	iŋ²¹	700	i ŋ ²¹	
Shenyang		hard	1884	1884	iŋ⁴¹	700	i ŋ ⁴¹	
Xian		hard	1884	1884	ȵiŋ⁴⁵	700	nʲ i ŋ ⁴⁵	
Chengdu		hard	1884	1884	ŋən¹³	700	ŋ ə n ¹³	
Kunming		hard	1884	1884	ə̃¹³	700	ə̃ ∼ ¹³	
Hefei		hard	1884	1884	ʐən⁵³	700	ʐ ə n ⁵³	
Yangzhou		hard	1884	1884	iŋ⁵⁵	700	i ŋ ⁵⁵	
Wenzhou		hard	1884	1884	ŋɛ¹¹	700	ŋ ɛ ¹¹	
Changsha		hard	1884	1884	ŋən²¹	700	ŋ ə n ²¹	
Nanchang		hard	1884	1884	ŋaŋ³¹	700	ŋ a ŋ ³¹	
Meixian		hard	1884	1884	ŋaŋ⁴²	700	ŋ a ŋ ⁴²	
Guangzhou		hard	1884	1884	ŋaŋ²²	700	ŋ a ŋ ²²	
Yangjiang		hard	1884	1884	ŋaŋ⁴⁵⁴	700	ŋ a ŋ ⁴⁵⁴	
Xiamen		hard	1884	1884	ŋĩ³³	700	ŋ ĩ ∼ ³³	
Chaozhou		hard	1884	1884	ŋe³⁵	700	ŋ e ³⁵	
Fuzhou		hard	1884	1884	ŋaiŋ²⁴²	700	ŋ a i ŋ ²⁴²	
Chaozhou		he or she [third person singular]	262	262	i³³	9	i ³³	
Beijing		he or she [third person singular]	262	262	tʰa⁵⁵	219	tʰ a ⁵⁵	
Jinan		he or she [third person singular]	262	262	tʰa⁵⁵	219	tʰ a ⁵⁵	
Shenyang		he or she [third person singular]	262	262	tʰa³³	219	tʰ a ³³	
Xian		he or she [third person singular]	262	262	tʰɑ²¹	220	tʰ ɑ ²¹	
Chengdu		he or she [third person singular]	262	262	tʰa⁴⁴	219	tʰ a ⁴⁴	
Kunming		he or she [third person singular]	262	262	tʰa⁴⁴	219	tʰ a ⁴⁴	
Hefei		he or she [third person singular]	262	262	tʰa²¹²	219	tʰ a ²¹²	
Yangzhou		he or she [third person singular]	262	262	tʰɑ³¹	219	tʰ ɑ ³¹	
Suzhou		he or she [third person singular]	262	262	li⁴⁴	221	l i ⁴⁴	
Wenzhou		he or she [third person singular]	262	262	gi³¹	222	g i ³¹	
Changsha		he or she [third person singular]	262	262	tʰa³³	219	tʰ a ³³	
Nanchang		he or she [third person singular]	262	262	tɕʰiɛ²⁴	223	tɕʰ i ɛ ²⁴	
Meixian		he or she [third person singular]	262	262	ki¹²	224	k i ¹²	
Guangzhou		he or she [third person singular]	262	262	kʰøy²³	224	kʰ ø y ²³	
Yangjiang		he or she [third person singular]	262	262	kei⁴⁴³	222	k e i ⁴⁴³	
Xiamen		he or she [third person singular]	262	262	i⁵⁵	9	i ⁵⁵	
Fuzhou		he or she [third person singular]	262	262	i⁴⁴	9	i ⁴⁴	
Beijing		heavy	1210	1210	tʂuŋ⁵¹	94	ʈʂ u ŋ ⁵¹	
Beijing		heavy	1210	1210	tʂʰən³⁵	95	ʈʂʰ ə n ³⁵	
Jinan		heavy	1210	1210	tʂuŋ²¹	94	ʈʂ u ŋ ²¹	
Shenyang		heavy	1210	1210	tsuŋ⁴¹	94	ts u ŋ ⁴¹	
Xian		heavy	1210	1210	pfəŋ⁴⁵	94	pf ə ŋ ⁴⁵	
Chengdu		heavy	1210	1210	tsoŋ¹³	94	ts o ŋ ¹³	
Kunming		heavy	1210	1210	tʂoŋ¹³	94	ʈʂ o ŋ ¹³	
Hefei		heavy	1210	1210	tʂəŋ⁵³	94	ʈʂ ə ŋ ⁵³	
