language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
KK-Kokdarya 1	kaa	two	1498	two	jekke	A	j e kk e	Origin: Turkic
KK-Kokdarya 1	kaa	three	492	three	yʧ	A	y ʧ	Origin: Turkic
KK-Kokdarya 1	kaa	four	1500	four	tœrt	A	t œ r t	Origin: Turkic
KK-Kokdarya 1	kaa	five	493	five	bʲeʃ	A	bʲ e ʃ	Origin: Turkic
KK-Kokdarya 1	kaa	big	1202	big	ʉlgən	A	ʉ l g ə n	Origin: Turkic
KK-Kokdarya 1	kaa	long	1203	long	uzaq	A	u z a q	Origin: Turkic
KK-Kokdarya 1	kaa	wide	1243	wide	kʲeŋ	A	kʲ e ŋ	Origin: Turkic
KK-Kokdarya 1	kaa	thick	1244	thick	sʲemɨz̥	B	sʲ e m ɨ z̥	Origin: Turkic
KK-Kokdarya 2	kaa	one	1493	one	bər	A	b ə r	Origin: Turkic
KK-Kokdarya 2	kaa	two	1498	two	jika	A	j i k a	Origin: Turkic
KK-Kokdarya 2	kaa	three	492	three	ʉʃ	A	ʉ ʃ	Origin: Turkic
KK-Kokdarya 2	kaa	four	1500	four	tœrt	A	t œ r t	Origin: Turkic
KK-Kokdarya 2	kaa	five	493	five	bʲɪs	A	bʲ ɪ s	Origin: Turkic
KK-Kokdarya 2	kaa	big	1202	big	ʉlken	A	ʉ l k e n	Origin: Turkic
KK-Kokdarya 2	kaa	long	1203	long	ʊzaq	A	ʊ z a q	Origin: Turkic
KK-Kokdarya 2	kaa	wide	1243	wide	kʲɪŋ	A	kʲ ɪ ŋ	Origin: Turkic
KK-Kokdarya 2	kaa	thick	1244	thick	sʲemɨz̥	B	sʲ e m ɨ z̥	Origin: Turkic
KK-Kokdarya 3	kaa	one	1493	one	bər	A	b ə r	Origin: Turkic
KK-Kokdarya 3	kaa	two	1498	two	jɪkʲe	A	j ɪ kʲ e	Origin: Turkic
KK-Kokdarya 3	kaa	three	492	three	yʧ	A	y ʧ	Origin: Turkic
KK-Kokdarya 3	kaa	four	1500	four	tørt	A	t ø r t	Origin: Turkic
KK-Kokdarya 3	kaa	five	493	five	bʲɪs	A	bʲ ɪ s	Origin: Turkic
KK-Kokdarya 3	kaa	big	1202	big	katta	C	k a tt a	Origin: Turkic
KK-Kokdarya 3	kaa	long	1203	long	uzaq	A	u z a q	Origin: Turkic
KK-Kokdarya 3	kaa	wide	1243	wide	kʲeŋ	A	kʲ e ŋ	Origin: Turkic
KK-Kokdarya 3	kaa	thick	1244	thick	sʲemɨz̥	B	sʲ e m ɨ z̥	Origin: Turkic
KK-Kokdarya 4	kaa	one	1493	one	bər	A	b ə r	Origin: Turkic
KK-Kokdarya 4	kaa	two	1498	two	jekə	A	j e k ə	Origin: Turkic
KK-Kokdarya 4	kaa	three	492	three	ʉʃ	A	ʉ ʃ	Origin: Turkic
KK-Kokdarya 4	kaa	four	1500	four	tørt	A	t ø r t	Origin: Turkic
KK-Kokdarya 4	kaa	five	493	five	bʲes	A	bʲ e s	Origin: Turkic
KK-Kokdarya 4	kaa	big	1202	big	ʉlken	A	ʉ l k e n	Origin: Turkic
KK-Kokdarya 4	kaa	long	1203	long	uzaq	A	u z a q	Origin: Turkic
KK-Kokdarya 4	kaa	wide	1243	wide	kʲeŋ	A	kʲ e ŋ	Origin: Turkic
KK-Kokdarya 4	kaa	thick	1244	thick	qalən	C	q a l ə n	Origin: Turkic
KK-Shege 1	kaa	one	1493	one	bər	A	b ə r	Origin: Turkic
KK-Shege 1	kaa	two	1498	two	jɪkɐ	A	j ɪ k ɐ	Origin: Turkic
KK-Shege 1	kaa	three	492	three	ʉʃ	A	ʉ ʃ	Origin: Turkic
KK-Shege 1	kaa	four	1500	four	twørt	A	t w ø r t	Origin: Turkic
KK-Shege 1	kaa	five	493	five	bʲɪs	A	bʲ ɪ s	Origin: Turkic
KK-Shege 1	kaa	big	1202	big	ʉlkən	A	ʉ l k ə n	Origin: Turkic
KK-Shege 1	kaa	long	1203	long	uzaq	A	u z a q	Origin: Turkic
KK-Shege 1	kaa	wide	1243	wide	kʲɪŋ	A	kʲ ɪ ŋ	Origin: Turkic
KK-Shege 1	kaa	thick	1244	thick	sʲemɪz̥	B	sʲ e m ɪ z̥	Origin: Turkic
